{
[(11832,8192,542)(12259,8192,542)(11877,8056,542)]
[(11605,11605,745)(10984,12288,745)(11605,12288,745)]
[(11605,12288,745)(12288,12288,745)(12288,11605,745)]
[(11605,12288,745)(12288,11605,745)(11605,11605,745)]
[(12288,12288,745)(12971,12288,745)(12971,11605,745)]
[(12288,12288,745)(12971,11605,745)(12288,11605,745)]
[(13491,11779,745)(13491,11653,745)(13368,11653,745)]
[(13491,11779,745)(13368,11653,745)(13320,11605,745)]
[(13653,12288,745)(13653,12099,745)(13491,11779,745)]
[(13653,12288,745)(13491,11779,745)(13320,11605,745)]
[(13653,12288,745)(13320,11605,745)(12971,11605,745)]
[(13653,12288,745)(12971,11605,745)(12971,12288,745)]
[(13653,12288,745)(13709,12288,745)(13691,12165,745)]
[(13653,12288,745)(13691,12165,745)(13653,12099,745)]
[(10984,12288,745)(10933,12616,745)(10992,12971,745)]
[(10984,12288,745)(10992,12971,745)(11605,12971,745)]
[(10984,12288,745)(11605,12971,745)(11605,12288,745)]
[(11605,12971,745)(12288,12971,745)(12288,12288,745)]
[(11605,12971,745)(12288,12288,745)(11605,12288,745)]
[(12288,12971,745)(12971,12971,745)(12971,12288,745)]
[(12288,12971,745)(12971,12288,745)(12288,12288,745)]
[(12971,12971,745)(13653,12971,745)(13653,12288,745)]
[(12971,12971,745)(13653,12288,745)(12971,12288,745)]
[(13760,12605,745)(13709,12288,745)(13653,12288,745)]
[(13760,12605,745)(13653,12288,745)(13653,12971,745)]
[(13760,12605,745)(13653,12971,745)(13701,12971,745)]
[(11323,13557,745)(11323,13653,745)(11605,13653,745)]
[(11200,13435,745)(11323,13557,745)(11605,13653,745)]
[(11200,13435,745)(11605,13653,745)(11605,12971,745)]
[(11200,13435,745)(11605,12971,745)(10992,12971,745)]
[(11200,13435,745)(10992,12971,745)(11003,13045,745)]
[(11605,13653,745)(12288,13653,745)(12288,12971,745)]
[(11605,13653,745)(12288,12971,745)(11605,12971,745)]
[(12288,13653,745)(12971,13653,745)(12971,12971,745)]
[(12288,13653,745)(12971,12971,745)(12288,12971,745)]
[(13491,13432,745)(13653,13112,745)(13653,12971,745)]
[(13491,13432,745)(13653,12971,745)(12971,12971,745)]
[(13491,13432,745)(12971,12971,745)(12971,13653,745)]
[(12971,13653,745)(13491,13653,745)(13491,13432,745)]
[(13691,13043,745)(13701,12971,745)(13653,12971,745)]
[(13691,13043,745)(13653,12971,745)(13653,13112,745)]
[(11499,13733,745)(11509,13747,745)(11605,13795,745)]
[(11499,13733,745)(11605,13795,745)(11605,13653,745)]
[(11323,13653,745)(11323,13733,745)(11499,13733,745)]
[(11323,13653,745)(11499,13733,745)(11605,13653,745)]
[(11605,13653,745)(11605,13795,745)(11907,13949,745)]
[(11605,13653,745)(11907,13949,745)(12288,14008,745)]
[(11605,13653,745)(12288,14008,745)(12288,13653,745)]
[(12288,14008,745)(12349,14019,745)(12653,13968,745)]
[(12288,14008,745)(12653,13968,745)(12971,13653,745)]
[(12288,14008,745)(12971,13653,745)(12288,13653,745)]
[(12653,13968,745)(12672,13968,745)(12971,13653,745)]
[(12661,14203,786)(12701,14288,811)(12749,14336,833)]
[(12680,13984,750)(12667,14003,750)(12648,14101,763)]
[(12680,13984,750)(12648,14101,763)(12661,14203,786)]
[(12680,13984,750)(12661,14203,786)(12749,14336,833)]
[(12680,13984,750)(12749,14336,833)(12971,14336,887)]
[(12680,13984,750)(12971,14336,887)(12971,13653,745)]
[(12971,13653,745)(12680,13976,749)(12680,13984,750)]
[(12971,13653,745)(12672,13968,745)(12680,13976,749)]
[(13627,14336,942)(13651,14312,949)(13640,14309,945)]
[(13627,14336,942)(13640,14309,945)(13187,14309,934)]
[(13627,14336,942)(13187,14309,934)(13213,14336,931)]
[(13080,13800,815)(13179,13749,745)(13192,13733,745)]
[(13080,13800,815)(13192,13733,745)(12971,13653,745)]
[(13192,13733,745)(13491,13733,745)(13491,13653,745)]
[(13192,13733,745)(13491,13653,745)(12971,13653,745)]
[(13192,13883,905)(13184,13883,905)(13173,14309,933)]
[(13648,13883,917)(13613,13845,914)(13528,13800,909)]
[(13320,13797,903)(13227,13845,903)(13192,13883,905)]
[(13320,13797,903)(13192,13883,905)(13648,13883,917)]
[(13320,13797,903)(13648,13883,917)(13528,13800,909)]
[(13320,13797,903)(13528,13800,909)(13421,13781,905)]
[(13635,14304,943)(13653,14264,942)(13653,14259,941)]
[(13653,14259,941)(13653,13888,918)(13648,13883,917)]
[(13635,14304,943)(13653,14259,941)(13648,13883,917)]
[(13635,14304,943)(13648,13883,917)(13192,13883,905)]
[(13635,14304,943)(13192,13883,905)(13173,14309,933)]
[(13635,14304,943)(13173,14309,933)(13187,14309,934)]
[(13187,14309,934)(13640,14309,945)(13635,14304,943)]
[(13184,13883,905)(13157,13851,843)(13088,13816,819)]
[(13184,13883,905)(13088,13816,819)(13173,14309,933)]
[(13080,13808,817)(13080,13800,815)(12971,13653,745)]
[(12971,14336,887)(13147,14336,931)(13173,14309,933)]
[(12971,14336,887)(13173,14309,933)(13080,13808,817)]
[(12971,14336,887)(13080,13808,817)(12971,13653,745)]
[(13173,14309,933)(13088,13816,819)(13080,13808,817)]
[(13725,14085,934)(13733,14085,934)(13723,14003,926)]
[(13720,14096,934)(13725,14085,934)(13723,14003,926)]
[(13723,14003,926)(13677,13909,919)(13653,13888,918)]
[(13723,14003,926)(13653,13888,918)(13653,14259,941)]
[(13723,14003,926)(13653,14259,941)(13720,14096,934)]
[(21696,13984,2555)(21704,14048,2555)(21744,14048,2569)]
[(21696,13984,2555)(21744,14048,2569)(21755,14056,2569)]
[(21696,13984,2555)(21755,14056,2569)(21712,13891,2555)]
[(21845,13728,2555)(21821,13739,2555)(21757,13803,2555)]
[(21755,14056,2569)(21760,14069,2569)(21845,14181,2569)]
[(21755,14056,2569)(21845,14181,2569)(21845,13728,2555)]
[(21755,14056,2569)(21845,13728,2555)(21757,13803,2555)]
[(21755,14056,2569)(21757,13803,2555)(21712,13891,2555)]
[(21709,14072,2571)(21744,14048,2569)(21704,14048,2555)]
[(21883,14248,2569)(21859,14264,2571)(21909,14291,2555)]
[(21883,14248,2569)(21909,14291,2555)(21920,14291,2555)]
[(22101,14291,2555)(21920,14291,2555)(22003,14307,2555)]
[(21885,14237,2569)(21883,14248,2569)(21920,14291,2555)]
[(21885,14237,2569)(21920,14291,2555)(22101,14291,2555)]
[(21845,14181,2569)(21845,14187,2569)(21885,14237,2569)]
[(21845,14181,2569)(21885,14237,2569)(22101,14291,2555)]
[(21845,14181,2569)(22101,14291,2555)(22109,14291,2555)]
[(22197,13739,2555)(22107,13693,2555)(22024,13680,2555)]
[(22024,13680,2555)(21912,13693,2555)(21845,13728,2555)]
[(22309,13896,2555)(22264,13805,2555)(22197,13739,2555)]
[(22309,13896,2555)(22197,13739,2555)(22323,13992,2555)]
[(22197,13739,2555)(22024,13680,2555)(21845,13728,2555)]
[(22197,13739,2555)(21845,13728,2555)(21845,14181,2569)]
[(22197,13739,2555)(21845,14181,2569)(22109,14291,2555)]
[(22197,13739,2555)(22109,14291,2555)(22323,13992,2555)]
[(22117,14299,2555)(22112,14312,2547)(22149,14336,2547)]
[(22117,14299,2555)(22149,14336,2547)(22528,14336,2547)]
[(22117,14299,2555)(22528,14336,2547)(22528,14141,2547)]
[(22117,14299,2555)(22528,14141,2547)(22323,13992,2555)]
[(22323,13992,2555)(22109,14291,2555)(22117,14299,2555)]
[(22645,14224,2547)(22528,14141,2547)(22528,14336,2547)]
[(22645,14224,2547)(22528,14336,2547)(22667,14248,2565)]
[(22528,14336,2547)(22789,14336,2662)(22667,14248,2565)]
[(12939,14413,894)(12971,14408,901)(12971,14336,887)]
[(12939,14413,894)(12971,14336,887)(12749,14336,833)]
[(12939,14413,894)(12749,14336,833)(12765,14355,839)]
[(12939,14413,894)(12765,14355,839)(12853,14400,870)]
[(12971,14336,887)(12971,14408,901)(13045,14397,917)]
[(12971,14336,887)(13045,14397,917)(13136,14349,931)]
[(12971,14336,887)(13136,14349,931)(13147,14336,931)]
[(13213,14336,931)(13229,14355,933)(13317,14400,938)]
[(13515,14403,943)(13608,14357,943)(13627,14336,942)]
[(13515,14403,943)(13627,14336,942)(13213,14336,931)]
[(13515,14403,943)(13213,14336,931)(13317,14400,938)]
[(13515,14403,943)(13317,14400,938)(13411,14416,941)]
[(15149,14789,421)(15117,14824,426)(15123,14829,421)]
[(15149,14789,421)(15123,14829,421)(15259,14736,421)]
[(15701,14976,421)(15701,14963,421)(15648,14859,421)]
[(15259,14736,421)(15123,14829,421)(15061,15019,421)]
[(15259,14736,421)(15061,15019,421)(15701,15019,421)]
[(15259,14736,421)(15701,15019,421)(15648,14859,421)]
[(15259,14736,421)(15648,14859,421)(15480,14739,421)]
[(15701,15019,421)(15701,14976,421)(15648,14859,421)]
[(15648,14859,421)(15579,14789,421)(15480,14739,421)]
[(15480,14739,421)(15368,14720,421)(15259,14736,421)]
[(15701,15019,421)(15709,15019,421)(15701,14976,421)]
[(22440,14541,2557)(22528,14605,2626)(22528,14336,2547)]
[(22528,14336,2547)(22149,14336,2547)(22421,14536,2547)]
[(22528,14336,2547)(22421,14536,2547)(22440,14541,2557)]
[(22781,14813,2741)(22781,14821,2741)(22981,15019,2741)]
[(22899,14408,2741)(22941,14408,2741)(22915,14389,2741)]
[(23048,14485,2741)(22941,14408,2741)(22899,14408,2741)]
[(23048,14485,2741)(22899,14408,2741)(22891,14408,2741)]
[(22781,14821,2741)(22765,14840,2741)(22981,15019,2741)]
[(23061,14485,2741)(23080,14485,2741)(23067,14477,2741)]
[(22675,14725,2741)(22669,14731,2741)(22677,14739,2741)]
[(22675,14712,2741)(22675,14725,2741)(22677,14739,2741)]
[(22675,14712,2741)(22677,14739,2741)(22709,14757,2741)]
[(23211,14595,2741)(23061,14485,2741)(23048,14485,2741)]
[(22675,14712,2741)(22709,14757,2741)(22781,14813,2741)]
[(23211,14595,2741)(23080,14485,2741)(23061,14485,2741)]
[(22667,14704,2735)(22675,14712,2741)(22781,14813,2741)]
[(22667,14704,2735)(22781,14813,2741)(22891,14408,2741)]
[(22891,14408,2741)(22789,14336,2662)(22528,14336,2547)]
[(22891,14408,2741)(22528,14336,2547)(22528,14605,2626)]
[(22891,14408,2741)(22528,14605,2626)(22667,14704,2735)]
[(23211,14595,2741)(23048,14485,2741)(22891,14408,2741)]
[(23211,14595,2741)(22891,14408,2741)(22781,14813,2741)]
[(23211,14595,2741)(22781,14813,2741)(22981,15019,2741)]
[(23211,14595,2741)(22981,15019,2741)(23211,15019,2741)]
[(23211,14867,2741)(23536,14867,2741)(23211,14595,2741)]
[(23733,14867,2741)(23635,14771,2741)(23632,14779,2741)]
[(23544,14867,2741)(23733,14867,2741)(23632,14779,2741)]
[(23536,14867,2741)(23211,14867,2741)(23211,15019,2741)]
[(23544,14867,2741)(23536,14867,2741)(23211,15019,2741)]
[(23888,15019,2741)(23733,14867,2741)(23544,14867,2741)]
[(23888,15019,2741)(23544,14867,2741)(23211,15019,2741)]
[(15019,15043,451)(15019,15040,455)(15016,15040,457)]
[(15019,15043,451)(15016,15040,457)(15011,15091,421)]
[(15019,15043,451)(15011,15091,421)(15019,15125,421)]
[(15579,15360,421)(15629,15307,445)(15613,15307,439)]
[(15579,15360,421)(15613,15307,439)(15613,15299,439)]
[(15579,15360,421)(15613,15299,439)(15355,15429,421)]
[(15579,15360,421)(15355,15429,421)(15475,15413,421)]
[(15043,15059,422)(15019,15043,451)(15019,15125,421)]
[(15051,15059,421)(15043,15059,422)(15019,15125,421)]
[(15051,15059,421)(15019,15125,421)(15027,15187,421)]
[(15637,15067,429)(15701,15075,450)(15701,15019,421)]
[(15061,15019,421)(15027,15187,421)(15149,15360,421)]
[(15061,15019,421)(15149,15360,421)(15355,15429,421)]
[(15061,15019,421)(15355,15429,421)(15613,15299,439)]
[(15061,15019,421)(15613,15299,439)(15637,15067,429)]
[(15061,15019,421)(15051,15059,421)(15027,15187,421)]
[(15637,15067,429)(15701,15019,421)(15061,15019,421)]
[(15027,15187,421)(15077,15288,421)(15149,15360,421)]
[(15149,15360,421)(15253,15413,421)(15355,15429,421)]
[(15701,15075,450)(15717,15075,454)(15709,15019,421)]
[(15701,15075,450)(15709,15019,421)(15701,15019,421)]
[(19960,15675,1718)(19955,15675,1718)(19968,15701,1710)]
[(19909,15323,1710)(19891,15435,1711)(19957,15435,1718)]
[(19909,15323,1710)(19957,15435,1718)(20053,15123,1710)]
[(19909,15323,1710)(20053,15123,1710)(19968,15208,1710)]
[(20480,15088,1710)(20432,15061,1710)(20291,15043,1710)]
[(20480,15088,1710)(20291,15043,1710)(20053,15123,1710)]
[(20480,15088,1710)(20053,15123,1710)(19957,15435,1718)]
[(20480,15088,1710)(19957,15435,1718)(19968,15701,1710)]
[(20480,15088,1710)(19968,15701,1710)(20480,15701,1710)]
[(20291,15043,1710)(20173,15061,1710)(20053,15123,1710)]
[(19957,15435,1718)(19960,15675,1718)(19968,15701,1710)]
[(20707,15371,1710)(20715,15363,1710)(20709,15360,1710)]
[(20707,15371,1710)(20709,15360,1710)(20707,15328,1710)]
[(20707,15371,1710)(20707,15328,1710)(20661,15237,1711)]
[(20632,15195,1711)(20600,15163,1710)(20589,15163,1710)]
[(20661,15237,1711)(20632,15195,1711)(20589,15163,1710)]
[(20661,15237,1711)(20589,15163,1710)(20480,15088,1710)]
[(20589,15163,1710)(20552,15123,1710)(20480,15088,1710)]
[(20480,15701,1710)(20637,15701,1710)(20699,15587,1710)]
[(20480,15701,1710)(20699,15587,1710)(20707,15395,1710)]
[(20480,15701,1710)(20707,15395,1710)(20661,15237,1711)]
[(20480,15701,1710)(20661,15237,1711)(20480,15088,1710)]
[(20707,15395,1710)(20707,15371,1710)(20661,15237,1711)]
[(20699,15587,1710)(20717,15469,1710)(20707,15395,1710)]
[(23203,15213,2741)(23187,15227,2741)(23187,15232,2741)]
[(23203,15213,2741)(23187,15232,2741)(23211,15453,2741)]
[(23211,15019,2741)(22981,15019,2741)(23203,15205,2741)]
[(23211,15019,2741)(23203,15205,2741)(23203,15213,2741)]
[(23211,15019,2741)(23203,15213,2741)(23211,15453,2741)]
[(23187,15232,2741)(23085,15333,2741)(23211,15453,2741)]
[(23893,15701,2741)(23893,15024,2741)(23888,15019,2741)]
[(23893,15701,2741)(23888,15019,2741)(23211,15019,2741)]
[(23893,15701,2741)(23211,15019,2741)(23211,15453,2741)]
[(23893,15701,2741)(23211,15453,2741)(23464,15701,2741)]
[(23912,15035,2741)(23893,15024,2741)(23893,15701,2741)]
[(23893,15701,2741)(24576,15701,2741)(24576,15251,2741)]
[(23893,15701,2741)(24576,15251,2741)(23912,15035,2741)]
[(24576,15331,2741)(24819,15331,2741)(24576,15251,2741)]
[(24835,15331,2741)(24864,15331,2741)(24851,15315,2741)]
[(24819,15331,2741)(24576,15331,2741)(24576,15701,2741)]
[(24835,15331,2741)(24819,15331,2741)(24576,15701,2741)]
[(24576,15701,2741)(25163,15701,2741)(24864,15331,2741)]
[(24576,15701,2741)(24864,15331,2741)(24835,15331,2741)]
[(19968,15701,1710)(19968,15707,1710)(20053,15792,1710)]
[(20437,15851,1710)(20480,15827,1710)(20480,15701,1710)]
[(20309,15872,1710)(20437,15851,1710)(20480,15701,1710)]
[(20309,15872,1710)(20480,15701,1710)(19968,15701,1710)]
[(20309,15872,1710)(19968,15701,1710)(20053,15792,1710)]
[(20309,15872,1710)(20053,15792,1710)(20179,15853,1710)]
[(20480,15701,1710)(20480,15827,1710)(20552,15792,1710)]
[(20480,15701,1710)(20552,15792,1710)(20637,15707,1710)]
[(20480,15701,1710)(20637,15707,1710)(20637,15701,1710)]
[(23584,16280,2741)(23573,16293,2741)(23587,16304,2741)]
[(23584,16243,2741)(23584,16280,2741)(23587,16304,2741)]
[(23584,16243,2741)(23587,16304,2741)(23592,16384,2741)]
[(23584,16243,2741)(23592,16384,2741)(23893,16384,2741)]
[(23893,15701,2741)(23555,15792,2741)(23584,16243,2741)]
[(23893,15701,2741)(23584,16243,2741)(23893,16384,2741)]
[(23893,15701,2741)(23464,15701,2741)(23555,15792,2741)]
[(23893,16384,2741)(24576,16384,2747)(24576,15701,2741)]
[(23893,16384,2741)(24576,15701,2741)(23893,15701,2741)]
[(25259,16384,2741)(25259,15821,2741)(25163,15701,2741)]
[(25259,16384,2741)(25163,15701,2741)(24576,15701,2741)]
[(25259,16384,2741)(24576,15701,2741)(24576,16384,2747)]
[(25629,16384,2741)(25680,16347,2741)(25680,16341,2741)]
[(25629,16384,2741)(25680,16341,2741)(25259,15821,2741)]
[(25629,16384,2741)(25259,15821,2741)(25259,16384,2741)]
[(23624,16883,2741)(23496,17067,2741)(23893,17067,2741)]
[(23893,16384,2741)(23592,16384,2741)(23624,16883,2741)]
[(23893,16384,2741)(23624,16883,2741)(23893,17067,2741)]
[(23893,17067,2741)(24576,17067,2741)(24576,16384,2747)]
[(23893,17067,2741)(24576,16384,2747)(23893,16384,2741)]
[(24576,17067,2741)(24995,17067,2741)(24987,17043,2741)]
[(24987,17043,2741)(25259,16765,2741)(25259,16384,2741)]
[(24987,17043,2741)(25259,16384,2741)(24576,16384,2747)]
[(24987,17043,2741)(24576,16384,2747)(24576,17067,2741)]
[(25581,16424,2741)(25629,16384,2741)(25259,16384,2741)]
[(25584,16437,2741)(25581,16424,2741)(25259,16384,2741)]
[(25584,16437,2741)(25259,16384,2741)(25259,16765,2741)]
[(22941,17749,2741)(23211,17749,2741)(23211,17475,2741)]
[(23296,17389,2741)(23211,17475,2741)(23211,17749,2741)]
[(23496,17067,2741)(23285,17368,2741)(23296,17381,2741)]
[(23496,17067,2741)(23296,17381,2741)(23296,17389,2741)]
[(23893,17067,2741)(23496,17067,2741)(23296,17389,2741)]
[(23893,17067,2741)(23296,17389,2741)(23211,17749,2741)]
[(23893,17067,2741)(23211,17749,2741)(23893,17749,2741)]
[(23893,17749,2741)(23923,17749,2741)(23965,17704,2741)]
[(23893,17749,2741)(23965,17704,2741)(23893,17067,2741)]
[(24576,17416,2741)(24576,17067,2741)(23893,17067,2741)]
[(24576,17416,2741)(23893,17067,2741)(23965,17704,2741)]
[(25053,17192,2741)(24995,17067,2741)(24576,17067,2741)]
[(25053,17192,2741)(24576,17067,2741)(24576,17416,2741)]
[(22776,18301,2741)(22800,18331,2741)(22805,18331,2741)]
[(22776,18301,2741)(22805,18331,2741)(22899,18419,2741)]
[(22776,18301,2741)(22899,18419,2741)(23211,18432,2741)]
[(22776,18301,2741)(23211,18432,2741)(22907,18165,2741)]
[(22907,18152,2741)(22907,18165,2741)(23211,18432,2741)]
[(22907,18152,2741)(23211,18432,2741)(23211,17749,2741)]
[(22907,18152,2741)(23211,17749,2741)(22941,17749,2741)]
[(22899,18419,2741)(22896,18432,2741)(23211,18432,2741)]
[(22941,17749,2741)(22723,17971,2741)(22907,18152,2741)]
[(23211,18432,2741)(23336,18432,2741)(23296,18395,2741)]
[(23211,18432,2741)(23296,18395,2741)(23296,18387,2741)]
[(23211,17749,2741)(23211,18432,2741)(23296,18387,2741)]
[(23211,17749,2741)(23296,18387,2741)(23893,17779,2741)]
[(23211,17749,2741)(23893,17779,2741)(23893,17749,2741)]
[(23893,17779,2741)(23923,17749,2741)(23893,17749,2741)]
[(22333,19021,3022)(22339,19027,3022)(22341,19027,3022)]
[(22333,19021,3022)(22341,19027,3022)(22349,19027,3022)]
[(22333,19021,3022)(22349,19027,3022)(22333,18920,3022)]
[(22333,19021,3022)(22333,18920,3022)(22325,18965,3022)]
[(22528,18835,3023)(22523,18829,3022)(22477,18821,3022)]
[(22405,19104,3022)(22435,19115,3022)(22453,19115,3022)]
[(22384,18851,3022)(22355,18880,3022)(22333,18920,3022)]
[(22477,18821,3022)(22427,18829,3022)(22384,18851,3022)]
[(22341,19032,3027)(22341,19027,3022)(22339,19027,3022)]
[(22453,19115,3022)(22496,19115,3022)(22528,19109,3022)]
[(22453,19115,3022)(22528,19109,3022)(22405,19104,3022)]
[(22384,18851,3022)(22333,18920,3022)(22349,19027,3022)]
[(22384,18851,3022)(22349,19027,3022)(22405,19104,3022)]
[(22384,18851,3022)(22405,19104,3022)(22528,19109,3022)]
[(22384,18851,3022)(22528,19109,3022)(22528,18835,3023)]
[(22528,18835,3023)(22477,18821,3022)(22384,18851,3022)]
[(22896,18432,2741)(22864,18461,2741)(22883,18480,2749)]
[(22896,18432,2741)(22883,18480,2749)(22883,18488,2751)]
[(22896,18432,2741)(22883,18488,2751)(22960,18563,2749)]
[(22896,18432,2741)(22960,18563,2749)(23043,18563,2741)]
[(22883,18488,2751)(22805,18563,2818)(22952,18563,2753)]
[(22883,18488,2751)(22952,18563,2753)(22960,18563,2749)]
[(23043,18563,2741)(22960,18563,2749)(23000,18605,2741)]
[(23043,18563,2741)(23053,18563,2741)(22896,18432,2741)]
[(22664,18699,2939)(22659,18699,2947)(22656,18709,2947)]
[(22656,18709,2947)(22643,18720,2953)(22643,18728,2957)]
[(22664,18699,2939)(22656,18709,2947)(22643,18728,2957)]
[(22693,18808,2970)(22725,18784,2947)(22725,18776,2947)]
[(22693,18808,2970)(22725,18776,2947)(22643,18728,2957)]
[(22624,18968,3022)(22616,18923,3022)(22605,18899,3023)]
[(22528,19109,3022)(22565,19091,3022)(22595,19061,3022)]
[(22741,18760,2931)(22747,18760,2929)(22805,18699,2877)]
[(22741,18760,2931)(22805,18699,2877)(22728,18637,2885)]
[(22741,18760,2931)(22728,18637,2885)(22664,18699,2939)]
[(22741,18760,2931)(22664,18699,2939)(22643,18728,2957)]
[(22728,18637,2885)(22723,18637,2887)(22664,18699,2939)]
[(22805,18699,2877)(22811,18699,2874)(22872,18635,2819)]
[(22805,18699,2877)(22872,18635,2819)(22805,18563,2818)]
[(22805,18699,2877)(22805,18563,2818)(22728,18637,2885)]
[(22595,19061,3022)(22616,19021,3022)(22624,18968,3022)]
[(22877,18635,2817)(22952,18563,2753)(22805,18563,2818)]
[(22877,18635,2817)(22805,18563,2818)(22872,18635,2819)]
[(22528,18835,3023)(22528,19109,3022)(22595,19061,3022)]
[(22528,18835,3023)(22595,19061,3022)(22624,18968,3022)]
[(22528,18835,3023)(22624,18968,3022)(22605,18899,3023)]
[(22528,18835,3023)(22605,18899,3023)(22536,18835,3023)]
[(22643,18728,2957)(22568,18797,3023)(22568,18803,3023)]
[(22643,18728,2957)(22568,18803,3023)(22605,18899,3023)]
[(22643,18728,2957)(22605,18899,3023)(22693,18808,2970)]
[(22725,18776,2947)(22741,18760,2931)(22643,18728,2957)]
[(22605,18899,3023)(22568,18803,3023)(22536,18835,3023)]
[(23053,18563,2741)(23157,18661,2741)(23211,18603,2741)]
[(23211,18432,2741)(22896,18432,2741)(23053,18563,2741)]
[(23211,18432,2741)(23053,18563,2741)(23211,18603,2741)]
[(23355,18451,2741)(23336,18432,2741)(23211,18432,2741)]
[(23355,18451,2741)(23211,18432,2741)(23211,18603,2741)]
[(21157,19797,3367)(21163,19797,3367)(21163,19795,3367)]
[(21189,19781,3367)(21163,19795,3367)(21163,19797,3367)]
[(21291,19765,3367)(21189,19781,3367)(21163,19797,3367)]
[(21291,19765,3367)(21163,19797,3367)(21456,19797,3367)]
[(21291,19765,3367)(21456,19797,3367)(21424,19781,3367)]
[(21291,19765,3367)(21424,19781,3367)(21323,19765,3367)]
[(22496,19115,3022)(22453,19115,3022)(22469,19120,3022)]
[(21163,19797,3367)(21157,19797,3367)(21067,19840,3367)]
[(20923,20040,3367)(20904,20157,3367)(20907,20176,3367)]
[(20923,20040,3367)(20907,20176,3367)(21099,20176,3367)]
