{
[(22016,5632,3858)(22016,5610,3858)(21992,5606,3858)]
[(21504,7680,3858)(22016,7680,3858)(22016,7168,3858)]
[(21504,7680,3858)(22016,7168,3858)(21504,7168,3858)]
[(22016,7680,3858)(22528,7680,3858)(22528,7168,3858)]
[(22016,7680,3858)(22528,7168,3858)(22016,7168,3858)]
[(22528,7680,3858)(23040,7680,3858)(23040,7168,3858)]
[(22528,7680,3858)(23040,7168,3858)(22528,7168,3858)]
[(23040,7680,3858)(23552,7680,3858)(23552,7168,3858)]
[(23040,7680,3858)(23552,7168,3858)(23040,7168,3858)]
[(23552,7680,3858)(23878,7680,3858)(23904,7508,3858)]
[(23552,7680,3858)(23904,7508,3858)(23848,7168,3858)]
[(23552,7680,3858)(23848,7168,3858)(23552,7168,3858)]
[(15802,8192,4228)(15872,8192,4228)(15872,7680,4228)]
[(15802,8192,4228)(15872,7680,4228)(15682,7680,4228)]
[(15872,8192,4228)(16384,8192,4228)(16384,7680,4228)]
[(15872,8192,4228)(16384,7680,4228)(15872,7680,4228)]
[(16384,8192,4228)(16896,8192,4228)(16896,7680,4228)]
[(16384,8192,4228)(16896,7680,4228)(16384,7680,4228)]
[(16896,8192,4228)(17408,8192,4228)(17408,7680,4228)]
[(16896,8192,4228)(17408,7680,4228)(16896,7680,4228)]
[(17408,8192,4228)(17920,8192,4228)(17920,7680,4228)]
[(17408,8192,4228)(17920,7680,4228)(17408,7680,4228)]
[(17920,8192,4228)(18432,8192,4228)(18432,7680,4228)]
[(17920,8192,4228)(18432,7680,4228)(17920,7680,4228)]
[(18432,8192,4228)(18944,8192,4228)(18944,7680,4228)]
[(18432,8192,4228)(18944,7680,4228)(18432,7680,4228)]
[(18944,8192,4228)(19456,8192,4223)(19456,7680,4223)]
[(18944,8192,4228)(19456,7680,4223)(18944,7680,4228)]
[(19456,8192,4223)(19958,8192,4064)(19968,8190,4056)]
[(19456,8192,4223)(19968,8190,4056)(19968,7680,3973)]
[(19456,8192,4223)(19968,7680,3973)(19456,7680,4223)]
[(19968,7680,3973)(19968,8126,4047)(20180,8126,3929)]
[(19968,7680,3973)(20180,8126,3929)(20190,8126,3924)]
[(19968,8190,4056)(20180,8126,3929)(19968,8126,4047)]
[(20190,8126,3924)(20226,8192,3858)(20480,8192,3858)]
[(20190,8126,3924)(20480,8192,3858)(20480,7680,3858)]
[(20190,8126,3924)(20480,7680,3858)(19968,7680,3973)]
[(20480,8192,3858)(20992,8192,3858)(20992,7680,3858)]
[(20480,8192,3858)(20992,7680,3858)(20480,7680,3858)]
[(20992,8192,3858)(21504,8192,3858)(21504,7680,3858)]
[(20992,8192,3858)(21504,7680,3858)(20992,7680,3858)]
[(21504,8192,3858)(22016,8192,3858)(22016,7680,3858)]
[(21504,8192,3858)(22016,7680,3858)(21504,7680,3858)]
[(22016,8192,3858)(22528,8192,3858)(22528,7680,3858)]
[(22016,8192,3858)(22528,7680,3858)(22016,7680,3858)]
[(22528,8192,3858)(23040,8192,3858)(23040,7680,3858)]
[(22528,8192,3858)(23040,7680,3858)(22528,7680,3858)]
[(23040,8192,3858)(23552,8192,3858)(23552,7680,3858)]
[(23040,8192,3858)(23552,7680,3858)(23040,7680,3858)]
[(23552,8192,3858)(23766,8192,3858)(23812,8100,3858)]
[(23552,8192,3858)(23812,8100,3858)(23878,7680,3858)]
[(23552,8192,3858)(23878,7680,3858)(23552,7680,3858)]
[(15872,8484,4228)(15872,8192,4228)(15802,8192,4228)]
[(15872,8192,4228)(15872,8484,4228)(15924,8704,4228)]
[(15872,8192,4228)(15924,8704,4228)(16384,8704,4228)]
[(15872,8192,4228)(16384,8704,4228)(16384,8192,4228)]
[(16384,8704,4228)(16896,8704,4228)(16896,8192,4228)]
[(16384,8704,4228)(16896,8192,4228)(16384,8192,4228)]
[(16896,8704,4228)(17408,8704,4228)(17408,8192,4228)]
[(16896,8704,4228)(17408,8192,4228)(16896,8192,4228)]
[(17408,8704,4228)(17920,8704,4228)(17920,8192,4228)]
[(17408,8704,4228)(17920,8192,4228)(17408,8192,4228)]
[(17920,8704,4228)(18432,8704,4228)(18432,8192,4228)]
[(17920,8704,4228)(18432,8192,4228)(17920,8192,4228)]
[(18432,8704,4228)(18944,8704,4228)(18944,8192,4228)]
[(18432,8704,4228)(18944,8192,4228)(18432,8192,4228)]
[(19442,8344,4223)(19456,8340,4223)(19456,8192,4223)]
[(19434,8352,4228)(19442,8344,4223)(19456,8192,4223)]
[(19434,8352,4228)(19456,8192,4223)(18944,8192,4228)]
[(19456,8704,4228)(19456,8426,4228)(19434,8352,4228)]
[(19456,8704,4228)(19434,8352,4228)(18944,8192,4228)]
[(19456,8704,4228)(18944,8192,4228)(18944,8704,4228)]
[(19636,8286,4223)(19650,8286,4223)(19712,8268,4213)]
[(19636,8286,4223)(19712,8268,4213)(19958,8192,4064)]
[(19636,8286,4223)(19958,8192,4064)(19456,8192,4223)]
[(19456,8192,4223)(19456,8340,4223)(19636,8286,4223)]
[(19506,8578,4228)(19456,8426,4228)(19456,8704,4228)]
[(19512,8584,4228)(19506,8578,4228)(19456,8704,4228)]
[(19968,8704,4228)(19968,8598,4228)(19512,8584,4228)]
[(19968,8704,4228)(19512,8584,4228)(19456,8704,4228)]
[(20480,8192,3858)(20226,8192,3858)(20452,8638,3858)]
[(20480,8192,3858)(20452,8638,3858)(20480,8664,3858)]
[(20330,8704,4228)(20334,8666,4228)(20194,8652,4228)]
[(20330,8704,4228)(20194,8652,4228)(19968,8704,4228)]
[(20188,8646,4228)(20190,8604,4228)(19968,8598,4228)]
[(20188,8646,4228)(19968,8598,4228)(19968,8704,4228)]
[(20188,8646,4228)(19968,8704,4228)(20194,8652,4228)]
[(20480,8664,3858)(20520,8704,3858)(20992,8704,3858)]
[(20480,8664,3858)(20992,8704,3858)(20992,8192,3858)]
[(20480,8664,3858)(20992,8192,3858)(20480,8192,3858)]
[(20992,8704,3858)(21504,8704,3858)(21504,8192,3858)]
[(20992,8704,3858)(21504,8192,3858)(20992,8192,3858)]
[(21504,8704,3858)(22016,8704,3858)(22016,8192,3858)]
[(21504,8704,3858)(22016,8192,3858)(21504,8192,3858)]
[(22016,8704,3858)(22528,8704,3858)(22528,8192,3858)]
[(22016,8704,3858)(22528,8192,3858)(22016,8192,3858)]
[(22528,8704,3858)(23040,8704,3883)(23040,8192,3858)]
[(22528,8704,3858)(23040,8192,3858)(22528,8192,3858)]
[(23040,8704,3883)(23552,8704,3883)(23552,8192,3858)]
[(23040,8704,3883)(23552,8192,3858)(23040,8192,3858)]
[(23700,8320,3883)(23766,8192,3858)(23552,8192,3858)]
[(23700,8328,3883)(23700,8320,3883)(23552,8192,3858)]
[(23700,8328,3883)(23552,8192,3858)(23552,8704,3883)]
[(23700,8328,3883)(23552,8704,3883)(24022,8704,3883)]
[(23700,8328,3883)(24022,8704,3883)(24022,8700,3883)]
[(15924,8704,4228)(16010,9070,4228)(16030,9070,4228)]
[(15924,8704,4228)(16030,9070,4228)(16038,9070,4228)]
[(16030,9070,4228)(16010,9070,4228)(16010,9076,4228)]
[(16052,9088,4259)(15962,9216,4345)(16384,9216,4228)]
[(16052,9082,4257)(16052,9088,4259)(16384,9216,4228)]
[(16038,9070,4228)(16052,9082,4257)(16384,9216,4228)]
[(16038,9070,4228)(16384,9216,4228)(16384,8704,4228)]
[(16038,9070,4228)(16384,8704,4228)(15924,8704,4228)]
[(16384,9216,4228)(16896,9216,4228)(16896,8704,4228)]
[(16384,9216,4228)(16896,8704,4228)(16384,8704,4228)]
[(16896,9216,4228)(17408,9216,4228)(17408,8704,4228)]
[(16896,9216,4228)(17408,8704,4228)(16896,8704,4228)]
[(17408,9216,4228)(17920,9216,4228)(17920,8704,4228)]
[(17408,9216,4228)(17920,8704,4228)(17408,8704,4228)]
[(17920,9216,4228)(18432,9216,4228)(18432,8704,4228)]
[(17920,9216,4228)(18432,8704,4228)(17920,8704,4228)]
[(18432,9216,4228)(18944,9216,4228)(18944,8704,4228)]
[(18432,9216,4228)(18944,8704,4228)(18432,8704,4228)]
[(18944,9216,4228)(19456,9216,4228)(19456,8704,4228)]
[(18944,9216,4228)(19456,8704,4228)(18944,8704,4228)]
[(19456,9216,4228)(19968,9216,4228)(19968,8704,4228)]
[(19456,9216,4228)(19968,8704,4228)(19456,8704,4228)]
[(20276,9216,4228)(20330,8704,4228)(19968,8704,4228)]
[(20276,9216,4228)(19968,8704,4228)(19968,9216,4228)]
[(20992,8704,3858)(20520,8704,3858)(20872,9058,3858)]
[(20992,8704,3858)(20872,9058,3858)(20992,9118,3858)]
[(20992,9118,3858)(21186,9216,3858)(21504,9216,3858)]
[(20992,9118,3858)(21504,9216,3858)(21504,8704,3858)]
[(20992,9118,3858)(21504,8704,3858)(20992,8704,3858)]
[(21504,9216,3858)(22016,9216,3858)(22016,8704,3858)]
[(21504,9216,3858)(22016,8704,3858)(21504,8704,3858)]
[(22016,9216,3858)(22528,9216,3858)(22528,8704,3858)]
[(22016,9216,3858)(22528,8704,3858)(22016,8704,3858)]
[(22528,9216,3858)(22806,9216,3858)(23040,9098,3858)]
[(22528,9216,3858)(23040,9098,3858)(23040,8704,3883)]
[(22528,9216,3858)(23040,8704,3883)(22528,8704,3858)]
[(23040,9098,3858)(23120,9058,3858)(23210,8966,3883)]
[(23040,9098,3858)(23210,8966,3883)(23040,8704,3883)]
[(23040,8704,3883)(23210,8966,3883)(23218,8966,3883)]
[(23434,9216,3883)(23526,9216,3883)(23552,9194,3883)]
[(23434,9216,3883)(23552,9194,3883)(23552,8704,3883)]
[(23434,9216,3883)(23552,8704,3883)(23040,8704,3883)]
[(23434,9216,3883)(23040,8704,3883)(23218,8966,3883)]
[(24054,8760,3885)(24064,8750,3883)(24022,8704,3883)]
[(24054,8766,3883)(24054,8760,3885)(24022,8704,3883)]
[(23552,9194,3883)(23646,9112,3885)(23552,9112,3883)]
[(23552,8704,3883)(23646,9112,3885)(23652,9112,3892)]
[(23552,8704,3883)(23552,9112,3883)(23646,9112,3885)]
[(23656,9122,3897)(23562,9216,3897)(24064,9216,3709)]
[(23652,9112,3892)(23656,9122,3897)(24064,9216,3709)]
[(23652,9112,3892)(24064,9216,3709)(24054,8766,3883)]
[(23652,9112,3892)(24054,8766,3883)(24022,8704,3883)]
[(23652,9112,3892)(24022,8704,3883)(23552,8704,3883)]
[(24064,9216,3709)(24064,8778,3875)(24054,8766,3883)]
[(24544,9216,3564)(24418,9128,3609)(24410,9128,3611)]
[(24418,9128,3609)(24470,9128,3564)(24446,9102,3564)]
[(24544,9216,3564)(24470,9128,3564)(24418,9128,3609)]
[(24064,9216,3709)(24544,9216,3564)(24410,9128,3611)]
[(24064,9216,3709)(24410,9128,3611)(24064,8778,3875)]
[(25462,9216,3564)(25460,9208,3564)(25454,9208,3564)]
[(25462,9216,3564)(25454,9208,3564)(25444,9216,3564)]
[(15602,9728,4649)(15872,9728,4602)(15872,9344,4431)]
[(15962,9216,4345)(15872,9344,4431)(15872,9728,4602)]
[(15962,9216,4345)(15872,9728,4602)(16384,9728,4441)]
[(15962,9216,4345)(16384,9728,4441)(16384,9216,4228)]
[(16384,9728,4441)(16896,9728,4279)(16896,9216,4228)]
[(16384,9728,4441)(16896,9216,4228)(16384,9216,4228)]
[(16896,9728,4279)(17032,9606,4228)(17038,9600,4228)]
[(16896,9728,4279)(17038,9600,4228)(16896,9216,4228)]
[(17236,9540,4228)(17246,9540,4228)(17408,9216,4228)]
[(17236,9540,4228)(17408,9216,4228)(16896,9216,4228)]
[(17236,9540,4228)(16896,9216,4228)(17038,9600,4228)]
[(16992,9728,4250)(17060,9634,4186)(17032,9612,4186)]
[(16992,9728,4250)(17032,9612,4186)(17032,9606,4228)]
[(16992,9728,4250)(17032,9606,4228)(16896,9728,4279)]
[(17252,9552,4228)(17194,9728,4228)(17408,9728,4228)]
[(17252,9546,4228)(17252,9552,4228)(17408,9728,4228)]
[(17252,9546,4228)(17408,9728,4228)(17408,9216,4228)]
[(17408,9216,4228)(17246,9540,4228)(17252,9546,4228)]
[(17408,9728,4228)(17920,9728,4228)(17920,9216,4228)]
[(17408,9728,4228)(17920,9216,4228)(17408,9216,4228)]
[(17920,9728,4228)(18432,9728,4228)(18432,9216,4228)]
[(17920,9728,4228)(18432,9216,4228)(17920,9216,4228)]
[(18432,9728,4228)(18944,9728,4228)(18944,9216,4228)]
[(18432,9728,4228)(18944,9216,4228)(18432,9216,4228)]
[(18944,9728,4228)(19456,9728,4228)(19456,9216,4228)]
[(18944,9728,4228)(19456,9216,4228)(18944,9216,4228)]
[(19456,9728,4228)(19886,9728,4228)(19968,9672,4228)]
[(19456,9728,4228)(19968,9672,4228)(19968,9216,4228)]
[(19456,9728,4228)(19968,9216,4228)(19456,9216,4228)]
[(20186,9438,4228)(20254,9438,4228)(20276,9216,4228)]
[(20170,9438,4228)(20186,9438,4228)(20276,9216,4228)]
[(20254,9438,4228)(20186,9438,4228)(20242,9446,4228)]
[(20254,9438,4228)(20242,9446,4228)(20252,9446,4228)]
[(20164,9444,4228)(20170,9438,4228)(20276,9216,4228)]
[(20164,9444,4228)(20276,9216,4228)(19968,9216,4228)]
[(19968,9672,4228)(20162,9542,4228)(20164,9444,4228)]
[(19968,9672,4228)(20164,9444,4228)(19968,9216,4228)]
[(21504,9216,3858)(21186,9216,3858)(21402,9328,3858)]
[(21504,9216,3858)(21402,9328,3858)(21504,9344,3858)]
[(21988,9422,3858)(22016,9418,3858)(22016,9216,3858)]
[(21988,9422,3858)(22016,9216,3858)(21504,9216,3858)]
[(21988,9422,3858)(21504,9216,3858)(21504,9344,3858)]
[(22528,9338,3858)(22528,9216,3858)(22016,9216,3858)]
[(22528,9338,3858)(22016,9216,3858)(22016,9418,3858)]
[(22590,9328,3858)(22806,9216,3858)(22528,9216,3858)]
[(22590,9328,3858)(22528,9216,3858)(22528,9338,3858)]
[(23470,9260,3883)(23478,9258,3883)(23486,9248,3883)]
[(23486,9248,3883)(23492,9248,3883)(23526,9216,3883)]
[(23434,9216,3883)(23470,9260,3883)(23486,9248,3883)]
[(23434,9216,3883)(23486,9248,3883)(23526,9216,3883)]
[(23552,9310,3863)(23552,9224,3897)(23508,9266,3897)]
[(23866,9628,3626)(23866,9632,3623)(23912,9676,3589)]
[(23866,9628,3626)(23912,9676,3589)(24064,9728,3564)]
[(23562,9216,3897)(23552,9224,3897)(23552,9310,3863)]
[(23562,9216,3897)(23552,9310,3863)(23866,9628,3626)]
[(23562,9216,3897)(23866,9628,3626)(24064,9728,3564)]
[(23562,9216,3897)(24064,9728,3564)(24064,9216,3709)]
[(23912,9676,3589)(23956,9728,3564)(24064,9728,3564)]
[(24576,9728,3564)(24576,9252,3564)(24544,9216,3564)]
[(24576,9728,3564)(24544,9216,3564)(24064,9216,3709)]
[(24576,9728,3564)(24064,9216,3709)(24064,9728,3564)]
[(25088,9728,3564)(24868,9578,3564)(24858,9578,3564)]
[(24868,9578,3564)(25088,9578,3564)(25088,9440,3564)]
[(25088,9728,3564)(25088,9578,3564)(24868,9578,3564)]
[(24576,9728,3564)(25088,9728,3564)(24858,9578,3564)]
[(24576,9728,3564)(24858,9578,3564)(24576,9252,3564)]
[(25504,9278,3564)(25462,9216,3564)(25444,9216,3564)]
[(25600,9436,3564)(25504,9278,3564)(25444,9216,3564)]
[(25600,9436,3564)(25444,9216,3564)(25088,9440,3564)]
[(25600,9436,3564)(25088,9440,3564)(25088,9728,3564)]
[(25600,9436,3564)(25088,9728,3564)(25600,9728,3564)]
[(25600,9728,3564)(25784,9728,3564)(25600,9436,3564)]
[(14336,10240,4649)(14336,10032,4649)(13980,10096,4649)]
[(14336,10240,4649)(13980,10096,4649)(14006,10240,4649)]
[(14530,9848,4649)(14526,9850,4649)(14526,9868,4649)]
[(14530,9848,4649)(14526,9868,4649)(14534,9990,4649)]
[(14530,9848,4649)(14534,9990,4649)(14764,9836,4649)]
[(14848,9782,4649)(14816,9760,4649)(14764,9836,4649)]
[(14764,9836,4649)(14534,9990,4649)(14528,9996,4649)]
[(14764,9836,4649)(14528,9996,4649)(14336,10240,4649)]
[(14764,9836,4649)(14336,10240,4649)(14848,10240,4649)]
[(14764,9836,4649)(14848,10240,4649)(14848,9782,4649)]
[(14528,9996,4649)(14336,10032,4649)(14336,10240,4649)]
[(14848,9826,4649)(14910,9826,4649)(14848,9782,4649)]
[(14936,9826,4649)(14910,9826,4649)(14848,10240,4649)]
[(14910,9826,4649)(14848,9826,4649)(14848,10240,4649)]
[(14936,9826,4649)(14848,10240,4649)(15360,10240,4649)]
[(14936,9826,4649)(15360,10240,4649)(15360,9800,4649)]
[(15872,9728,4602)(15602,9728,4649)(15558,9788,4649)]
[(15872,9728,4602)(15558,9788,4649)(15360,10240,4649)]
[(15872,9728,4602)(15360,10240,4649)(15872,10240,4649)]
[(15558,9788,4649)(15360,9800,4649)(15360,10240,4649)]
[(15872,10240,4649)(16384,10240,4649)(16384,9728,4441)]
[(15872,10240,4649)(16384,9728,4441)(15872,9728,4602)]
[(16896,9866,4343)(16896,9728,4279)(16384,9728,4441)]
[(16896,9866,4343)(16384,9728,4441)(16384,10240,4649)]
[(16896,9866,4343)(16384,10240,4649)(16632,10240,4592)]
[(16896,9866,4343)(16992,9728,4250)(16896,9728,4279)]
[(17408,10240,4228)(17408,9728,4228)(17194,9728,4228)]
[(17408,10240,4228)(17194,9728,4228)(17030,10240,4228)]
[(17408,10240,4228)(17920,10240,4228)(17920,9728,4228)]
[(17408,10240,4228)(17920,9728,4228)(17408,9728,4228)]
[(17920,10240,4228)(18432,10240,4228)(18432,9728,4228)]
[(17920,10240,4228)(18432,9728,4228)(17920,9728,4228)]
[(18432,10240,4228)(18874,10240,4228)(18944,10212,4228)]
[(18432,10240,4228)(18944,10212,4228)(18944,9728,4228)]
[(18432,10240,4228)(18944,9728,4228)(18432,9728,4228)]
[(19408,9910,4228)(19456,9896,4228)(19456,9728,4228)]
[(19398,9918,4228)(19408,9910,4228)(19456,9728,4228)]
[(19398,9918,4228)(19456,9728,4228)(18944,9728,4228)]
[(18944,10212,4228)(19434,10018,4228)(19400,9932,4228)]
[(18944,10212,4228)(19400,9932,4228)(18944,9728,4228)]
[(19400,9932,4228)(19398,9918,4228)(18944,9728,4228)]
[(19888,9756,4228)(19890,9752,4228)(19884,9740,4228)]
[(19888,9756,4228)(19884,9740,4228)(19456,9728,4228)]
[(19888,9756,4228)(19456,9728,4228)(19456,9896,4228)]
[(19884,9740,4228)(19886,9728,4228)(19456,9728,4228)]
[(24064,9854,3564)(24064,9728,3564)(23956,9728,3564)]
[(23834,10224,3564)(23830,10232,3564)(23836,10240,3564)]
[(23834,10224,3564)(23836,10240,3564)(24064,10240,3564)]
[(23834,10224,3564)(24064,10240,3564)(24064,10082,3564)]
[(24176,10012,3564)(24064,10082,3564)(24064,10240,3564)]
[(24186,10002,3564)(24176,10012,3564)(24064,10240,3564)]
[(24186,10002,3564)(24064,10240,3564)(24576,10240,3564)]
[(24064,9728,3564)(24064,9854,3564)(24186,9996,3564)]
[(24064,9728,3564)(24186,9996,3564)(24576,10240,3564)]
[(24064,9728,3564)(24576,10240,3564)(24576,9728,3564)]
[(24186,9996,3564)(24186,10002,3564)(24576,10240,3564)]
[(24576,10240,3564)(25088,10240,3564)(25088,9728,3564)]
[(24576,10240,3564)(25088,9728,3564)(24576,9728,3564)]
[(25088,10240,3564)(25482,10240,3564)(25600,10166,3564)]
[(25088,10240,3564)(25600,10166,3564)(25600,9728,3564)]
[(25088,10240,3564)(25600,9728,3564)(25088,9728,3564)]
[(25930,9960,3564)(25784,9728,3564)(25600,9728,3564)]
[(25930,9960,3564)(25600,9728,3564)(25600,10166,3564)]
[(13672,10752,4649)(13824,10752,4649)(13824,10530,4649)]
[(14336,10240,4649)(14006,10240,4649)(14008,10262,4649)]
[(14008,10262,4649)(13824,10530,4649)(13824,10752,4649)]
[(14008,10262,4649)(13824,10752,4649)(14336,10752,4649)]
[(14008,10262,4649)(14336,10752,4649)(14336,10240,4649)]
[(14336,10752,4649)(14848,10752,4649)(14848,10240,4649)]
