{
[(33385,8960,2025)(33451,8960,2025)(33451,8834,2025)]
[(36437,12411,1950)(36437,11947,1950)(36041,11947,1950)]
[(36437,16725,2420)(36437,16294,2420)(35933,16630,2420)]
[(36437,16725,2420)(35933,16630,2420)(35999,16725,2420)]
[(36118,16903,2425)(36181,17211,2425)(36290,17211,2425)]
[(36118,16903,2425)(36290,17211,2425)(36300,17211,2425)]
[(36437,16725,2420)(35999,16725,2420)(36118,16903,2425)]
[(36290,17211,2425)(36181,17211,2425)(36183,17234,2425)]
[(36307,17218,2425)(36300,17323,2425)(36437,17323,2425)]
[(36300,17211,2425)(36307,17218,2425)(36437,17323,2425)]
[(36300,17211,2425)(36437,17323,2425)(36437,16725,2420)]
[(36300,17211,2425)(36437,16725,2420)(36118,16903,2425)]
[(36437,17323,2425)(36300,17323,2425)(36288,17542,2425)]
[(36437,17323,2425)(36288,17542,2425)(36437,17920,2425)]
[(36274,17551,2425)(36038,17617,2425)(36122,17920,2425)]
[(36274,17551,2425)(36122,17920,2425)(36437,17920,2425)]
[(36274,17551,2425)(36437,17920,2425)(36288,17542,2425)]
[(36244,18319,2425)(36239,18342,2425)(36437,18426,2425)]
[(36230,18307,2425)(36244,18319,2425)(36437,18426,2425)]
[(36230,18307,2425)(36437,18426,2425)(36437,17920,2425)]
[(36230,18307,2425)(36437,17920,2425)(36122,17920,2425)]
[(36437,22101,2813)(36437,21791,2813)(36433,21791,2813)]
[(36437,22101,2813)(36433,21791,2813)(36106,22101,2813)]
[(35957,22239,2813)(35957,22244,2813)(35971,22255,2813)]
[(35957,22239,2813)(35971,22255,2813)(36106,22101,2813)]
[(36437,22101,2813)(36106,22101,2813)(35971,22255,2813)]
[(36437,22101,2813)(35971,22255,2813)(35971,22699,2813)]
[(36437,22101,2813)(35971,22699,2813)(36437,22699,2813)]
[(35971,23296,2813)(36437,23296,2813)(36437,22699,2813)]
[(35971,23296,2813)(36437,22699,2813)(35971,22699,2813)]
[(35959,23606,2813)(35971,23623,2813)(35982,23623,2813)]
[(35959,23606,2813)(35982,23623,2813)(36003,23637,2813)]
[(35959,23606,2813)(36003,23637,2813)(35971,23550,2813)]
[(35971,23550,2813)(35938,23595,2813)(35959,23606,2813)]
[(36356,23882,2813)(36363,23893,2813)(36437,23893,2813)]
[(35971,23550,2813)(36003,23637,2813)(36199,23777,2813)]
[(35971,23550,2813)(36199,23777,2813)(36437,23893,2813)]
[(35971,23550,2813)(36437,23893,2813)(36437,23296,2813)]
[(35971,23550,2813)(36437,23296,2813)(35971,23296,2813)]
[(36339,23870,2813)(36356,23882,2813)(36437,23893,2813)]
[(36199,23777,2813)(36339,23870,2813)(36437,23893,2813)]
[(36363,23893,2813)(36363,23898,2813)(36379,23898,2813)]
[(36363,23893,2813)(36379,23898,2813)(36437,23893,2813)]
[(36437,23940,2813)(36437,23893,2813)(36379,23898,2813)]
[(36248,39671,654)(36234,39671,654)(36234,40021,654)]
[(36437,40021,654)(36437,39478,654)(36248,39671,654)]
[(36437,40021,654)(36248,39671,654)(36234,40021,654)]
[(36437,40215,654)(36437,40021,654)(36234,40021,654)]
[(36437,40215,654)(36234,40021,654)(36234,40215,654)]
[(36122,43902,628)(35840,44186,628)(35840,44203,628)]
[(36122,43902,628)(35840,44203,628)(36437,44203,628)]
[(36122,43902,628)(36437,44203,628)(36437,43743,628)]
[(35840,44800,628)(36437,44800,628)(36437,44203,628)]
[(35840,44800,628)(36437,44203,628)(35840,44203,628)]
[(35840,45397,628)(36437,45397,628)(36437,44800,628)]
[(35840,45397,628)(36437,44800,628)(35840,44800,628)]
[(35840,45995,628)(36437,45995,628)(36437,45397,628)]
[(35840,45995,628)(36437,45397,628)(35840,45397,628)]
[(35840,46592,628)(36437,46592,628)(36437,45995,628)]
[(35840,46592,628)(36437,45995,628)(35840,45995,628)]
[(35840,47040,628)(35989,47189,628)(36437,47189,628)]
[(35840,47040,628)(36437,47189,628)(36437,46592,628)]
[(35840,47040,628)(36437,46592,628)(35840,46592,628)]
[(36437,47189,628)(35989,47189,628)(36127,47329,628)]
[(36437,47189,628)(36127,47329,628)(36437,47486,628)]
[(36437,8960,1950)(36605,8960,1950)(36617,8843,1950)]
[(36437,8960,1950)(36617,8843,1950)(36437,8827,1950)]
[(36577,9252,1950)(36605,8960,1950)(36437,8960,1950)]
[(36577,9252,1950)(36437,8960,1950)(36437,9557,1950)]
[(36437,9557,1950)(36841,9557,1950)(36577,9252,1950)]
[(37035,10155,1950)(37035,9781,1950)(36841,9557,1950)]
[(37035,10155,1950)(36841,9557,1950)(36437,9557,1950)]
[(37035,10155,1950)(36437,9557,1950)(36437,10155,1950)]
[(36437,10752,1950)(37035,10752,1950)(37035,10155,1950)]
[(36437,10752,1950)(37035,10155,1950)(36437,10155,1950)]
[(36437,11349,1950)(37035,11349,1950)(37035,10752,1950)]
[(36437,11349,1950)(37035,10752,1950)(36437,10752,1950)]
[(36437,11947,1950)(37035,11947,1950)(37035,11349,1950)]
[(36437,11947,1950)(37035,11349,1950)(36437,11349,1950)]
[(36437,11947,1950)(36437,12411,1950)(36552,12544,1950)]
[(36437,11947,1950)(36552,12544,1950)(37035,12544,1950)]
[(36437,11947,1950)(37035,12544,1950)(37035,11947,1950)]
[(36552,12544,1950)(36664,12675,1950)(36692,12675,1950)]
[(36552,12544,1950)(36692,12675,1950)(36699,12675,1950)]
[(36706,12682,1950)(36706,12815,1950)(36743,12815,1951)]
[(36664,12675,1950)(36673,12689,1950)(36680,12689,1950)]
[(36664,12675,1950)(36680,12689,1950)(36692,12675,1950)]
[(36706,12682,1950)(36743,12815,1951)(36750,12822,1955)]
[(36706,12682,1950)(36750,12822,1955)(37035,12544,1950)]
[(37035,12544,1950)(36552,12544,1950)(36699,12675,1950)]
[(37035,12544,1950)(36699,12675,1950)(36706,12682,1950)]
[(36750,12822,1955)(36750,13141,2033)(37035,13141,2033)]
[(36750,12822,1955)(37035,13141,2033)(37035,12544,1950)]
[(36750,13739,2033)(37035,13739,2033)(37035,13141,2033)]
[(36750,13739,2033)(37035,13141,2033)(36750,13141,2033)]
[(36750,14336,2033)(37035,14336,2033)(37035,13739,2033)]
[(36750,14336,2033)(37035,13739,2033)(36750,13739,2033)]
[(36750,14933,2033)(37035,14933,2033)(37035,14336,2033)]
[(36750,14933,2033)(37035,14336,2033)(36750,14336,2033)]
[(36750,15337,2033)(36738,15344,2036)(36738,15531,2133)]
[(36750,15337,2033)(36738,15531,2133)(37035,15531,2133)]
[(37035,14933,2033)(36750,14933,2033)(36750,15337,2033)]
[(37035,14933,2033)(36750,15337,2033)(37035,15531,2133)]
[(36738,16128,2420)(37035,16128,2420)(37035,15531,2133)]
[(36738,16128,2420)(37035,15531,2133)(36738,15531,2133)]
[(36731,16217,2420)(36470,16263,2420)(36470,16270,2420)]
[(36731,16217,2420)(36470,16270,2420)(36461,16280,2420)]
[(36731,16217,2420)(36461,16280,2420)(36437,16294,2420)]
[(36731,16217,2420)(36437,16294,2420)(36437,16725,2420)]
[(37035,16128,2420)(36738,16128,2420)(36738,16210,2420)]
[(37035,16128,2420)(36738,16210,2420)(36731,16217,2420)]
[(37035,16128,2420)(36731,16217,2420)(36437,16725,2420)]
[(37035,16128,2420)(36437,16725,2420)(37035,16725,2420)]
[(36437,17323,2425)(37035,17323,2420)(37035,16725,2420)]
[(36437,17323,2425)(37035,16725,2420)(36437,16725,2420)]
[(36437,17920,2425)(37035,17920,2420)(37035,17323,2420)]
[(36437,17920,2425)(37035,17323,2420)(36437,17323,2425)]
[(36454,18438,2425)(36454,18475,2420)(36554,18475,2425)]
[(36437,18426,2425)(36454,18438,2425)(36554,18475,2425)]
[(36437,18426,2425)(36554,18475,2425)(36654,18517,2425)]
[(36437,18426,2425)(36654,18517,2425)(37035,18517,2425)]
[(36437,18426,2425)(37035,18517,2425)(37035,17920,2420)]
[(36437,18426,2425)(37035,17920,2420)(36437,17920,2425)]
[(36841,18597,2425)(36850,18606,2425)(36899,18606,2446)]
[(37035,18517,2425)(36654,18517,2425)(36841,18597,2425)]
[(37035,18517,2425)(36841,18597,2425)(36899,18606,2446)]
[(37035,19115,2717)(37035,18517,2425)(36906,18613,2449)]
[(37035,19115,2717)(36906,18613,2449)(36906,19115,2717)]
[(37035,18517,2425)(36899,18606,2446)(36906,18613,2449)]
[(36906,19712,2813)(37035,19712,2813)(37035,19115,2717)]
[(36906,19712,2813)(37035,19115,2717)(36906,19115,2717)]
[(36906,20309,2813)(37035,20309,2813)(37035,19712,2813)]
[(36906,20309,2813)(37035,19712,2813)(36906,19712,2813)]
[(36906,20907,2813)(37035,20907,2813)(37035,20309,2813)]
[(36906,20907,2813)(37035,20309,2813)(36906,20309,2813)]
[(36857,21357,2813)(36675,21359,2813)(36678,21443,2813)]
[(36899,21355,2813)(36857,21357,2813)(36678,21443,2813)]
[(36899,21355,2813)(36678,21443,2813)(36647,21504,2813)]
[(36899,21355,2813)(36647,21504,2813)(37035,21504,2813)]
[(36906,21348,2813)(36899,21355,2813)(37035,21504,2813)]
[(37035,20907,2813)(36906,20907,2813)(36906,21348,2813)]
[(37035,20907,2813)(36906,21348,2813)(37035,21504,2813)]
[(36570,21665,2813)(36437,21791,2813)(36437,22101,2813)]
[(37035,21504,2813)(36647,21504,2813)(36570,21665,2813)]
[(37035,21504,2813)(36570,21665,2813)(36437,22101,2813)]
[(37035,21504,2813)(36437,22101,2813)(37035,22101,2813)]
[(36437,22699,2813)(37035,22699,2813)(37035,22101,2813)]
[(36437,22699,2813)(37035,22101,2813)(36437,22101,2813)]
[(36437,23296,2813)(37035,23296,2813)(37035,22699,2813)]
[(36437,23296,2813)(37035,22699,2813)(36437,22699,2813)]
[(36437,23893,2813)(37035,23893,2832)(37035,23296,2813)]
[(36437,23893,2813)(37035,23296,2813)(36437,23296,2813)]
[(36783,23898,2813)(37035,23893,2832)(36437,23893,2813)]
[(36783,23898,2813)(36899,23898,2834)(37035,23893,2832)]
[(36619,24068,2813)(36652,24087,2813)(36783,23898,2813)]
[(36619,24068,2813)(36783,23898,2813)(36437,23893,2813)]
[(36619,24068,2813)(36437,23893,2813)(36437,23940,2813)]
[(36906,24449,2918)(36832,24491,2910)(37035,24491,2910)]
[(37035,23893,2832)(36899,23898,2834)(36906,23905,2839)]
[(37035,23893,2832)(36906,23905,2839)(36906,24449,2918)]
[(37035,23893,2832)(36906,24449,2918)(37035,24491,2910)]
[(36638,24656,2910)(36619,24691,2910)(36540,24848,2910)]
[(36540,24848,2910)(36507,25055,2910)(36514,25088,2910)]
[(36832,24491,2910)(36780,24514,2910)(36638,24656,2910)]
[(37035,24491,2910)(36832,24491,2910)(36638,24656,2910)]
[(37035,24491,2910)(36638,24656,2910)(36540,24848,2910)]
[(37035,24491,2910)(36540,24848,2910)(36514,25088,2910)]
[(37035,24491,2910)(36514,25088,2910)(37035,25088,2910)]
[(36783,25601,2910)(36953,25685,2910)(37035,25685,2910)]
[(36514,25088,2910)(36540,25265,2910)(36636,25454,2910)]
[(36514,25088,2910)(36636,25454,2910)(36783,25601,2910)]
[(36514,25088,2910)(36783,25601,2910)(37035,25685,2910)]
[(36514,25088,2910)(37035,25685,2910)(37035,25088,2910)]
[(37035,25685,2910)(36953,25685,2910)(36972,25697,2910)]
[(37035,25685,2910)(36972,25697,2910)(37035,25706,2910)]
[(37035,39053,654)(36822,39053,654)(36822,39083,654)]
[(37035,39424,654)(37035,39053,654)(36822,39083,654)]
[(37035,39424,654)(36822,39083,654)(36491,39424,654)]
[(37035,39424,654)(36491,39424,654)(36437,39478,654)]
[(37035,39424,654)(36437,39478,654)(36437,40021,654)]
[(37035,39424,654)(36437,40021,654)(37035,40021,654)]
[(36822,40222,654)(36822,40269,654)(37035,40269,654)]
[(36815,40215,654)(36822,40222,654)(37035,40269,654)]
[(36815,40215,654)(37035,40269,654)(37035,40021,654)]
[(36815,40215,654)(37035,40021,654)(36437,40021,654)]
[(36815,40215,654)(36437,40021,654)(36437,40215,654)]
[(37035,43605,628)(37035,43549,628)(36729,43596,628)]
[(37035,43605,628)(36729,43596,628)(36708,43605,628)]
[(37035,43605,628)(36708,43605,628)(36437,43743,628)]
[(37035,43605,628)(36437,43743,628)(36437,44203,628)]
[(37035,43605,628)(36437,44203,628)(37035,44203,628)]
[(36437,44800,628)(37035,44800,628)(37035,44203,628)]
[(36437,44800,628)(37035,44203,628)(36437,44203,628)]
[(36437,45397,628)(37035,45397,628)(37035,44800,628)]
[(36437,45397,628)(37035,44800,628)(36437,44800,628)]
[(36437,45995,628)(37035,45995,628)(37035,45397,628)]
[(36437,45995,628)(37035,45397,628)(36437,45397,628)]
[(36437,46592,628)(37035,46592,628)(37035,45995,628)]
[(36437,46592,628)(37035,45995,628)(36437,45995,628)]
[(36437,47189,628)(37035,47189,628)(37035,46592,628)]
[(36437,47189,628)(37035,46592,628)(36437,46592,628)]
[(36437,47189,628)(36437,47486,628)(36720,47630,628)]
[(36437,47189,628)(36720,47630,628)(37035,47679,628)]
[(36437,47189,628)(37035,47679,628)(37035,47189,628)]
[(37345,10155,1950)(37352,10152,1950)(37352,10145,1950)]
[(37345,10155,1950)(37352,10145,1950)(37035,9781,1950)]
[(37345,10155,1950)(37035,9781,1950)(37035,10155,1950)]
[(37298,10197,1950)(37345,10155,1950)(37035,10155,1950)]
[(37298,10204,1950)(37298,10197,1950)(37035,10155,1950)]
[(37567,10509,1950)(37618,10442,1950)(37298,10204,1950)]
[(37035,10752,1950)(37597,10752,1950)(37567,10509,1950)]
[(37035,10752,1950)(37567,10509,1950)(37298,10204,1950)]
[(37035,10752,1950)(37298,10204,1950)(37035,10155,1950)]
[(37632,11349,1950)(37632,11027,1950)(37597,10752,1950)]
[(37632,11349,1950)(37597,10752,1950)(37035,10752,1950)]
[(37632,11349,1950)(37035,10752,1950)(37035,11349,1950)]
[(37035,11947,1950)(37632,11947,1950)(37632,11349,1950)]
[(37035,11947,1950)(37632,11349,1950)(37035,11349,1950)]
[(37632,11961,1950)(37632,11947,1950)(37035,11947,1950)]
[(37632,11961,1950)(37035,11947,1950)(37035,12544,1950)]
[(37632,11961,1950)(37035,12544,1950)(37562,12544,1950)]
[(37459,12712,1950)(37543,12712,1950)(37562,12544,1950)]
[(37434,12712,1950)(37459,12712,1950)(37562,12544,1950)]
[(37543,12712,1950)(37459,12712,1950)(37536,12724,1950)]
[(37543,12712,1950)(37536,12724,1950)(37541,12724,1950)]
[(37361,12815,1951)(37427,12815,1950)(37427,12719,1950)]
[(37354,12822,1955)(37361,12815,1951)(37427,12719,1950)]
[(37354,12822,1955)(37427,12719,1950)(37035,12544,1950)]
[(37427,12719,1950)(37434,12712,1950)(37562,12544,1950)]
[(37427,12719,1950)(37562,12544,1950)(37035,12544,1950)]
[(37035,13141,2033)(37354,13141,2033)(37354,12822,1955)]
[(37035,13141,2033)(37354,12822,1955)(37035,12544,1950)]
[(37035,13739,2033)(37354,13739,2033)(37354,13141,2033)]
[(37035,13739,2033)(37354,13141,2033)(37035,13141,2033)]
[(37035,14336,2033)(37354,14336,2033)(37354,13739,2033)]
[(37035,14336,2033)(37354,13739,2033)(37035,13739,2033)]
[(37035,14933,2033)(37354,14933,2033)(37354,14336,2033)]
[(37035,14933,2033)(37354,14336,2033)(37035,14336,2033)]
[(37035,15531,2133)(37338,15531,2133)(37338,15372,2052)]
[(37035,15531,2133)(37338,15372,2052)(37345,15365,2048)]
[(37035,15531,2133)(37345,15365,2048)(37354,14933,2033)]
[(37035,15531,2133)(37354,14933,2033)(37035,14933,2033)]
[(37345,15365,2048)(37354,15365,2033)(37354,14933,2033)]
[(37035,16128,2420)(37338,16128,2420)(37338,15531,2133)]
[(37035,16128,2420)(37338,15531,2133)(37035,15531,2133)]
[(37338,16149,2420)(37338,16128,2420)(37035,16128,2420)]
[(37347,16158,2420)(37338,16149,2420)(37035,16128,2420)]
[(37632,16261,2420)(37347,16158,2420)(37035,16128,2420)]
[(37632,16261,2420)(37035,16128,2420)(37035,16725,2420)]
[(37632,16261,2420)(37035,16725,2420)(37632,16725,2425)]
[(37035,17323,2420)(37632,17323,2425)(37632,16725,2425)]
[(37035,17323,2420)(37632,16725,2425)(37035,16725,2420)]
[(37035,17920,2420)(37632,17920,2425)(37632,17323,2425)]
[(37035,17920,2420)(37632,17323,2425)(37035,17323,2420)]
[(37035,18517,2425)(37632,18517,2425)(37632,17920,2425)]
[(37035,18517,2425)(37632,17920,2425)(37035,17920,2420)]
[(37380,18606,2425)(37401,18606,2425)(37408,18597,2425)]
[(37373,18606,2425)(37380,18606,2425)(37408,18597,2425)]
[(37366,18606,2446)(37373,18606,2425)(37408,18597,2425)]
[(37408,18597,2425)(37632,18524,2425)(37632,18517,2425)]
[(37408,18597,2425)(37632,18517,2425)(37035,18517,2425)]
[(37408,18597,2425)(37035,18517,2425)(37366,18606,2446)]
[(37359,18613,2449)(37366,18606,2446)(37035,18517,2425)]
[(37035,19115,2717)(37359,19115,2717)(37359,18613,2449)]
[(37035,19115,2717)(37359,18613,2449)(37035,18517,2425)]
[(37035,19712,2813)(37359,19712,2813)(37359,19115,2717)]
[(37035,19712,2813)(37359,19115,2717)(37035,19115,2717)]
[(37035,20309,2813)(37359,20309,2813)(37359,19712,2813)]
[(37035,20309,2813)(37359,19712,2813)(37035,19712,2813)]
[(37035,20907,2813)(37359,20907,2813)(37359,20309,2813)]
[(37035,20907,2813)(37359,20309,2813)(37035,20309,2813)]
[(37541,21385,2813)(37471,21343,2813)(37366,21343,2813)]
[(37541,21385,2813)(37541,21343,2813)(37471,21343,2813)]
[(37632,21504,2813)(37632,21474,2813)(37541,21385,2813)]
[(37632,21504,2813)(37541,21385,2813)(37366,21343,2813)]
[(37632,21504,2813)(37366,21343,2813)(37035,21504,2813)]
[(37035,21504,2813)(37366,21343,2813)(37359,21336,2813)]
[(37359,21336,2813)(37359,20907,2813)(37035,20907,2813)]
[(37359,21336,2813)(37035,20907,2813)(37035,21504,2813)]
[(37035,22101,2813)(37632,22101,2813)(37632,21504,2813)]
[(37035,22101,2813)(37632,21504,2813)(37035,21504,2813)]
[(37035,22699,2813)(37632,22699,2813)(37632,22101,2813)]
[(37035,22699,2813)(37632,22101,2813)(37035,22101,2813)]
[(37035,23296,2813)(37632,23296,2813)(37632,22699,2813)]
[(37035,23296,2813)(37632,22699,2813)(37035,22699,2813)]
[(37035,23893,2832)(37632,23893,2813)(37632,23296,2813)]
[(37035,23893,2832)(37632,23296,2813)(37035,23296,2813)]
[(37448,23898,2834)(37632,23898,2813)(37632,23893,2813)]
[(37448,23898,2834)(37632,23893,2813)(37035,23893,2832)]
[(37441,24442,2922)(37441,23905,2839)(37035,23893,2832)]
[(37441,24442,2922)(37035,23893,2832)(37035,24491,2910)]
[(37441,23905,2839)(37448,23898,2834)(37035,23893,2832)]
[(37035,24491,2910)(37529,24491,2910)(37455,24453,2910)]
[(37035,24491,2910)(37455,24453,2910)(37441,24442,2922)]
[(37632,24570,2910)(37576,24512,2910)(37529,24491,2910)]
[(37632,24570,2910)(37529,24491,2910)(37035,24491,2910)]
[(37632,24570,2910)(37035,24491,2910)(37035,25088,2910)]
[(37632,24570,2910)(37035,25088,2910)(37632,25088,2910)]
[(37408,25685,2910)(37581,25599,2910)(37632,25545,2910)]
[(37408,25685,2910)(37632,25545,2910)(37632,25088,2910)]
[(37408,25685,2910)(37632,25088,2910)(37035,25088,2910)]
[(37408,25685,2910)(37035,25088,2910)(37035,25685,2910)]
[(37035,25685,2910)(37035,25706,2910)(37182,25730,2910)]
[(37035,25685,2910)(37182,25730,2910)(37389,25697,2910)]
[(37035,25685,2910)(37389,25697,2910)(37408,25685,2910)]
[(37079,39053,654)(37035,39053,654)(37035,39424,654)]
[(37086,39046,654)(37079,39053,654)(37035,39424,654)]
[(37086,39046,654)(37035,39424,654)(37632,39424,654)]
[(37086,39046,654)(37632,39424,654)(37632,38911,654)]
[(37632,38911,654)(37086,38911,654)(37086,39046,654)]
[(37035,40021,654)(37632,40021,654)(37632,39424,654)]
[(37035,40021,654)(37632,39424,654)(37035,39424,654)]
[(37035,40021,654)(37035,40269,654)(37107,40269,654)]
[(37035,40021,654)(37107,40269,654)(37114,40276,654)]
[(37035,40021,654)(37114,40276,654)(37632,40021,654)]
[(37114,40276,654)(37114,40619,643)(37632,40619,643)]
[(37114,40276,654)(37632,40619,643)(37632,40021,654)]
[(37114,41216,643)(37632,41216,643)(37632,40619,643)]
[(37114,41216,643)(37632,40619,643)(37114,40619,643)]
[(37114,41813,643)(37632,41813,643)(37632,41216,643)]
[(37114,41813,643)(37632,41216,643)(37114,41216,643)]
[(37114,42411,643)(37632,42411,643)(37632,41813,643)]
[(37114,42411,643)(37632,41813,643)(37114,41813,643)]
[(37114,43008,643)(37632,43008,643)(37632,42411,643)]
[(37114,43008,643)(37632,42411,643)(37114,42411,643)]
[(37098,43540,628)(37035,43549,628)(37035,43605,628)]
[(37114,43531,643)(37098,43540,628)(37035,43605,628)]
[(37114,43531,643)(37035,43605,628)(37632,43605,628)]
