{
[(32424,8139,1690)(32424,7457,1690)(31239,7457,1690)]
[(36428,16333,2422)(38117,16725,2427)(37744,16333,2427)]
[(36148,16903,2427)(36204,17201,2427)(36297,17192,2427)]
[(36148,16903,2427)(36297,17192,2427)(37959,16968,2427)]
[(36148,16903,2427)(37959,16968,2427)(37959,16931,2427)]
[(36297,17192,2427)(38099,17192,2427)(37959,16968,2427)]
[(37959,16931,2427)(38117,16725,2427)(36027,16725,2422)]
[(37959,16931,2427)(36027,16725,2422)(36148,16903,2427)]
[(37361,18583,2436)(37408,18583,2427)(37417,18564,2427)]
[(38145,17323,2427)(38164,17295,2427)(38099,17192,2427)]
[(36437,18396,2427)(36475,18452,2427)(36568,18452,2427)]
[(36241,18275,2427)(36260,18331,2427)(36437,18396,2427)]
[(36568,18452,2427)(36848,18583,2427)(36904,18583,2436)]
[(36241,18275,2427)(36437,18396,2427)(36568,18452,2427)]
[(36241,18275,2427)(36568,18452,2427)(36904,18583,2436)]
[(36241,18275,2427)(36904,18583,2436)(36316,17547,2427)]
[(36241,18275,2427)(36316,17547,2427)(36260,17584,2427)]
[(36932,19115,2721)(37333,19115,2721)(37333,18611,2455)]
[(36932,19115,2721)(37333,18611,2455)(36932,18611,2455)]
[(38099,17192,2427)(36297,17192,2427)(36325,17220,2427)]
[(36904,18583,2436)(36932,18611,2455)(37333,18611,2455)]
[(36904,18583,2436)(37333,18611,2455)(37361,18583,2436)]
[(36904,18583,2436)(37417,18564,2427)(37735,18471,2427)]
[(36904,18583,2436)(37361,18583,2436)(37417,18564,2427)]
[(36260,17584,2427)(36064,17631,2427)(36241,18275,2427)]
[(38136,18013,2427)(38145,17323,2427)(38099,17192,2427)]
[(37735,18471,2427)(38136,18013,2427)(38099,17192,2427)]
[(37735,18471,2427)(38099,17192,2427)(36325,17220,2427)]
[(37735,18471,2427)(36325,17220,2427)(36316,17547,2427)]
[(37735,18471,2427)(36316,17547,2427)(36904,18583,2436)]
[(37520,21392,2814)(37520,21364,2814)(37361,21364,2814)]
[(36904,21383,2814)(36699,21383,2814)(36680,21504,2814)]
[(37632,21504,2814)(37520,21392,2814)(37361,21364,2814)]
[(37632,21504,2814)(37361,21364,2814)(36904,21383,2814)]
[(37632,21504,2814)(36904,21383,2814)(36680,21504,2814)]
[(36932,21355,2814)(36904,21383,2814)(37361,21364,2814)]
[(36932,21355,2814)(37361,21364,2814)(37333,21336,2814)]
[(37333,21336,2814)(37333,19115,2721)(36932,19115,2721)]
[(37333,21336,2814)(36932,19115,2721)(36932,21355,2814)]
[(38052,21915,2814)(38052,21887,2814)(38024,21887,2814)]
[(36419,23893,2814)(36755,23893,2814)(36773,23875,2814)]
[(36419,23893,2814)(36773,23875,2814)(35999,23557,2814)]
[(36419,23893,2814)(35999,23557,2814)(35971,23595,2814)]
[(36904,23875,2828)(36923,23893,2838)(37427,23893,2838)]
[(36904,23875,2828)(37427,23893,2838)(37445,23875,2828)]
[(35999,23557,2814)(36773,23875,2814)(36904,23875,2828)]
[(35989,22232,2814)(35999,23557,2814)(36904,23875,2828)]
[(35989,22232,2814)(36904,23875,2828)(38229,23651,2814)]
[(35989,22232,2814)(38229,23651,2814)(38229,22083,2814)]
[(35989,22232,2814)(38229,22083,2814)(36596,21672,2814)]
[(38052,21915,2814)(38024,21887,2814)(37632,21504,2814)]
[(38052,21915,2814)(37632,21504,2814)(36680,21504,2814)]
[(38052,21915,2814)(36680,21504,2814)(36596,21672,2814)]
[(37445,23875,2828)(38052,23875,2814)(38052,23819,2814)]
[(37445,23875,2828)(38052,23819,2814)(38229,23651,2814)]
[(37445,23875,2828)(38229,23651,2814)(36904,23875,2828)]
[(38229,22083,2814)(38052,21915,2814)(36596,21672,2814)]
[(38295,22204,2814)(38295,22139,2814)(38229,22083,2814)]
[(38491,23081,2814)(38491,22885,2814)(38481,22596,2814)]
[(38481,22596,2814)(38295,22204,2814)(38229,22083,2814)]
[(38481,22596,2814)(38229,22083,2814)(38229,23651,2814)]
[(38481,22596,2814)(38229,23651,2814)(38341,23548,2814)]
[(38481,22596,2814)(38341,23548,2814)(38491,23081,2814)]
[(36755,23893,2814)(36419,23893,2814)(36633,24052,2814)]
[(36755,23893,2814)(36633,24052,2814)(36661,24043,2814)]
[(36857,24509,2912)(36783,24537,2912)(36661,24659,2912)]
[(37707,24668,2912)(37567,24528,2912)(37455,24481,2912)]
[(37707,24668,2912)(37455,24481,2912)(37800,24855,2912)]
[(36932,24453,2922)(36857,24509,2912)(36661,24659,2912)]
[(36932,24453,2922)(36661,24659,2912)(36559,24864,2912)]
[(37389,25676,2912)(37585,25573,2912)(37697,25461,2912)]
[(37389,25676,2912)(37697,25461,2912)(37800,25256,2912)]
[(36559,24864,2912)(36531,25069,2912)(36559,25247,2912)]
[(36559,24864,2912)(36559,25247,2912)(36652,25443,2912)]
[(36559,24864,2912)(36652,25443,2912)(36792,25583,2912)]
[(36792,25583,2912)(36979,25676,2912)(37156,25704,2912)]
[(36792,25583,2912)(37156,25704,2912)(37389,25676,2912)]
[(37800,25256,2912)(37828,25079,2912)(37800,24855,2912)]
[(37800,25256,2912)(37800,24855,2912)(37455,24481,2912)]
[(37800,25256,2912)(37455,24481,2912)(37417,24444,2926)]
[(37417,24444,2926)(37427,23893,2838)(36923,23893,2838)]
[(37417,24444,2926)(36923,23893,2838)(36932,24453,2922)]
[(37417,24444,2926)(36932,24453,2922)(36559,24864,2912)]
[(37417,24444,2926)(36559,24864,2912)(36792,25583,2912)]
[(37417,24444,2926)(36792,25583,2912)(37389,25676,2912)]
[(37417,24444,2926)(37389,25676,2912)(37800,25256,2912)]
}
