熔炼主键（表示熔炼类型，1装备分解，2宝石分解，3道具熔炼，4卡牌分解）	熔炼副键（装备/宝石都是6位的：1位类型<1装备2宝石>+1位颜色+2位分类(部位)+2位等级；道具是8位的，直接用材料道具ID）	副键-方案2	valid	可用状态限制ID	消耗ID（批量分解装备、宝石都无消耗，字段无效；道具熔炼可以配消耗）	获得货币类型1(暂时无用)	获得货币值1(暂时无用)	获得宝石精华类型	获得宝石精华数量	获得道具ID1	获得道具数据1	获得道具ID2	获得道具数据2	获得道具ID3	获得道具数据3	获得道具ID4	获得道具数据4	获得道具ID5	获得道具数据5	获得道具ID6	获得道具数据6	可见状态限制
1	160200	1	1	0	0	0	0	0	0	402500006	1	0	0	0	0	0	0	0	0	0	0	0
1	170200	1	1	0	0	0	0	0	0	402500007	1	0	0	0	0	0	0	0	0	0	0	0
1	180200	1	1	0	0	0	0	0	0	402500008	1	0	0	0	0	0	0	0	0	0	0	0
1	190200	1	1	0	0	0	0	0	0	402500009	1	0	0	0	0	0	0	0	0	0	0	0
1	110300	1	1	0	0	0	0	0	0	402500001	1	0	0	0	0	0	0	0	0	0	0	0
1	120300	1	1	0	0	0	0	0	0	402500002	1	0	0	0	0	0	0	0	0	0	0	0
1	130300	1	1	0	0	0	0	0	0	402500003	1	0	0	0	0	0	0	0	0	0	0	0
1	140300	1	1	0	0	0	0	0	0	402500004	1	0	0	0	0	0	0	0	0	0	0	0
1	150300	1	1	0	0	0	0	0	0	402500005	1	0	0	0	0	0	0	0	0	0	0	0
1	160300	1	1	0	0	0	0	0	0	402500006	1	0	0	0	0	0	0	0	0	0	0	0
1	170300	1	1	0	0	0	0	0	0	402500007	1	0	0	0	0	0	0	0	0	0	0	0
1	180300	1	1	0	0	0	0	0	0	402500008	1	0	0	0	0	0	0	0	0	0	0	0
1	190300	1	1	0	0	0	0	0	0	402500009	1	0	0	0	0	0	0	0	0	0	0	0
1	110400	1	1	0	0	0	0	0	0	402500001	1	0	0	0	0	0	0	0	0	0	0	0
1	120400	1	1	0	0	0	0	0	0	402500002	1	0	0	0	0	0	0	0	0	0	0	0
1	130400	1	1	0	0	0	0	0	0	402500003	1	0	0	0	0	0	0	0	0	0	0	0
1	140400	1	1	0	0	0	0	0	0	402500004	1	0	0	0	0	0	0	0	0	0	0	0
1	150400	1	1	0	0	0	0	0	0	402500005	1	0	0	0	0	0	0	0	0	0	0	0
1	160400	1	1	0	0	0	0	0	0	402500006	1	0	0	0	0	0	0	0	0	0	0	0
1	170400	1	1	0	0	0	0	0	0	402500007	1	0	0	0	0	0	0	0	0	0	0	0
1	180400	1	1	0	0	0	0	0	0	402500008	1	0	0	0	0	0	0	0	0	0	0	0
1	190400	1	1	0	0	0	0	0	0	402500009	1	0	0	0	0	0	0	0	0	0	0	0
1	110500	1	1	0	0	0	0	0	0	402510001	1	0	0	0	0	0	0	0	0	0	0	0
1	120500	1	1	0	0	0	0	0	0	402510002	1	0	0	0	0	0	0	0	0	0	0	0
1	130500	1	1	0	0	0	0	0	0	402510003	1	0	0	0	0	0	0	0	0	0	0	0
1	140500	1	1	0	0	0	0	0	0	402510004	1	0	0	0	0	0	0	0	0	0	0	0
1	150500	1	1	0	0	0	0	0	0	402510005	1	0	0	0	0	0	0	0	0	0	0	0
1	160500	1	1	0	0	0	0	0	0	402510006	1	0	0	0	0	0	0	0	0	0	0	0
1	170500	1	1	0	0	0	0	0	0	402510007	1	0	0	0	0	0	0	0	0	0	0	0
1	180500	1	1	0	0	0	0	0	0	402510008	1	0	0	0	0	0	0	0	0	0	0	0
1	190500	1	1	0	0	0	0	0	0	402510009	1	0	0	0	0	0	0	0	0	0	0	0
1	110600	1	1	0	0	0	0	0	0	402510001	1	0	0	0	0	0	0	0	0	0	0	0
1	120600	1	1	0	0	0	0	0	0	402510002	1	0	0	0	0	0	0	0	0	0	0	0
1	130600	1	1	0	0	0	0	0	0	402510003	1	0	0	0	0	0	0	0	0	0	0	0
1	140600	1	1	0	0	0	0	0	0	402510004	1	0	0	0	0	0	0	0	0	0	0	0
1	150600	1	1	0	0	0	0	0	0	402510005	1	0	0	0	0	0	0	0	0	0	0	0
1	160600	1	1	0	0	0	0	0	0	402510006	1	0	0	0	0	0	0	0	0	0	0	0
1	170600	1	1	0	0	0	0	0	0	402510007	1	0	0	0	0	0	0	0	0	0	0	0
1	180600	1	1	0	0	0	0	0	0	402510008	1	0	0	0	0	0	0	0	0	0	0	0
1	190600	1	1	0	0	0	0	0	0	402510009	1	0	0	0	0	0	0	0	0	0	0	0
1	110700	1	1	0	0	0	0	0	0	402500001	1	0	0	0	0	0	0	0	0	0	0	0
1	120700	1	1	0	0	0	0	0	0	402500002	1	0	0	0	0	0	0	0	0	0	0	0
1	130700	1	1	0	0	0	0	0	0	402500003	1	0	0	0	0	0	0	0	0	0	0	0
1	140700	1	1	0	0	0	0	0	0	402500004	1	0	0	0	0	0	0	0	0	0	0	0
1	150700	1	1	0	0	0	0	0	0	402500005	1	0	0	0	0	0	0	0	0	0	0	0
1	160700	1	1	0	0	0	0	0	0	402500006	1	0	0	0	0	0	0	0	0	0	0	0
1	170700	1	1	0	0	0	0	0	0	402500007	1	0	0	0	0	0	0	0	0	0	0	0
1	180700	1	1	0	0	0	0	0	0	402500008	1	0	0	0	0	0	0	0	0	0	0	0
1	190700	1	1	0	0	0	0	0	0	402500009	1	0	0	0	0	0	0	0	0	0	0	0
1	110800	1	1	0	0	0	0	0	0	402500001	1	0	0	0	0	0	0	0	0	0	0	0
1	120800	1	1	0	0	0	0	0	0	402500002	1	0	0	0	0	0	0	0	0	0	0	0
1	130800	1	1	0	0	0	0	0	0	402500003	1	0	0	0	0	0	0	0	0	0	0	0
1	140800	1	1	0	0	0	0	0	0	402500004	1	0	0	0	0	0	0	0	0	0	0	0
1	150800	1	1	0	0	0	0	0	0	402500005	1	0	0	0	0	0	0	0	0	0	0	0
1	160800	1	1	0	0	0	0	0	0	402500006	1	0	0	0	0	0	0	0	0	0	0	0
1	170800	1	1	0	0	0	0	0	0	402500007	1	0	0	0	0	0	0	0	0	0	0	0
1	180800	1	1	0	0	0	0	0	0	402500008	1	0	0	0	0	0	0	0	0	0	0	0
1	190800	1	1	0	0	0	0	0	0	402500009	1	0	0	0	0	0	0	0	0	0	0	0
1	110900	1	1	0	0	0	0	0	0	402500001	1	0	0	0	0	0	0	0	0	0	0	0
1	120900	1	1	0	0	0	0	0	0	402500002	1	0	0	0	0	0	0	0	0	0	0	0
1	130900	1	1	0	0	0	0	0	0	402500003	1	0	0	0	0	0	0	0	0	0	0	0
1	140900	1	1	0	0	0	0	0	0	402500004	1	0	0	0	0	0	0	0	0	0	0	0
1	150900	1	1	0	0	0	0	0	0	402500005	1	0	0	0	0	0	0	0	0	0	0	0
1	160900	1	1	0	0	0	0	0	0	402500006	1	0	0	0	0	0	0	0	0	0	0	0
1	170900	1	1	0	0	0	0	0	0	402500007	1	0	0	0	0	0	0	0	0	0	0	0
1	180900	1	1	0	0	0	0	0	0	402500008	1	0	0	0	0	0	0	0	0	0	0	0
1	190900	1	1	0	0	0	0	0	0	402500009	1	0	0	0	0	0	0	0	0	0	0	0
1	110000	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120000	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130000	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140000	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150000	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160000	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170000	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180000	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190000	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110100	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120100	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130100	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140100	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150100	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160100	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170100	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180100	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190100	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110200	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120200	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130200	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140200	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150200	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160200	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170200	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180200	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190200	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110300	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120300	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130300	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140300	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150300	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160300	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170300	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180300	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190300	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110400	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120400	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130400	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140400	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150400	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160400	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170400	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180400	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190400	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110500	2	1	0	0	0	0	0	0	402510001	2	0	0	0	0	0	0	0	0	0	0	0
1	120500	2	1	0	0	0	0	0	0	402510002	2	0	0	0	0	0	0	0	0	0	0	0
1	130500	2	1	0	0	0	0	0	0	402510003	2	0	0	0	0	0	0	0	0	0	0	0
1	140500	2	1	0	0	0	0	0	0	402510004	2	0	0	0	0	0	0	0	0	0	0	0
1	150500	2	1	0	0	0	0	0	0	402510005	2	0	0	0	0	0	0	0	0	0	0	0
1	160500	2	1	0	0	0	0	0	0	402510006	2	0	0	0	0	0	0	0	0	0	0	0
1	170500	2	1	0	0	0	0	0	0	402510007	2	0	0	0	0	0	0	0	0	0	0	0
1	180500	2	1	0	0	0	0	0	0	402510008	2	0	0	0	0	0	0	0	0	0	0	0
1	190500	2	1	0	0	0	0	0	0	402510009	2	0	0	0	0	0	0	0	0	0	0	0
1	110600	2	1	0	0	0	0	0	0	402510001	2	0	0	0	0	0	0	0	0	0	0	0
1	120600	2	1	0	0	0	0	0	0	402510002	2	0	0	0	0	0	0	0	0	0	0	0
1	130600	2	1	0	0	0	0	0	0	402510003	2	0	0	0	0	0	0	0	0	0	0	0
1	140600	2	1	0	0	0	0	0	0	402510004	2	0	0	0	0	0	0	0	0	0	0	0
1	150600	2	1	0	0	0	0	0	0	402510005	2	0	0	0	0	0	0	0	0	0	0	0
1	160600	2	1	0	0	0	0	0	0	402510006	2	0	0	0	0	0	0	0	0	0	0	0
1	170600	2	1	0	0	0	0	0	0	402510007	2	0	0	0	0	0	0	0	0	0	0	0
1	180600	2	1	0	0	0	0	0	0	402510008	2	0	0	0	0	0	0	0	0	0	0	0
1	190600	2	1	0	0	0	0	0	0	402510009	2	0	0	0	0	0	0	0	0	0	0	0
1	110700	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120700	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130700	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140700	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150700	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160700	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170700	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180700	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190700	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110800	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120800	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130800	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140800	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150800	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160800	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170800	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180800	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190800	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110900	2	1	0	0	0	0	0	0	402500001	2	0	0	0	0	0	0	0	0	0	0	0
1	120900	2	1	0	0	0	0	0	0	402500002	2	0	0	0	0	0	0	0	0	0	0	0
1	130900	2	1	0	0	0	0	0	0	402500003	2	0	0	0	0	0	0	0	0	0	0	0
1	140900	2	1	0	0	0	0	0	0	402500004	2	0	0	0	0	0	0	0	0	0	0	0
1	150900	2	1	0	0	0	0	0	0	402500005	2	0	0	0	0	0	0	0	0	0	0	0
1	160900	2	1	0	0	0	0	0	0	402500006	2	0	0	0	0	0	0	0	0	0	0	0
1	170900	2	1	0	0	0	0	0	0	402500007	2	0	0	0	0	0	0	0	0	0	0	0
1	180900	2	1	0	0	0	0	0	0	402500008	2	0	0	0	0	0	0	0	0	0	0	0
1	190900	2	1	0	0	0	0	0	0	402500009	2	0	0	0	0	0	0	0	0	0	0	0
1	110000	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120000	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130000	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140000	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150000	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160000	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170000	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180000	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190000	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110100	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120100	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130100	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140100	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150100	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160100	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170100	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180100	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190100	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110200	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120200	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130200	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140200	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150200	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160200	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170200	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180200	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190200	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110300	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120300	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130300	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140300	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150300	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160300	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170300	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180300	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190300	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110400	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120400	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130400	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140400	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150400	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160400	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170400	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180400	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190400	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110500	3	1	0	0	0	0	0	0	402510001	5	0	0	0	0	0	0	0	0	0	0	0
1	120500	3	1	0	0	0	0	0	0	402510002	5	0	0	0	0	0	0	0	0	0	0	0
1	130500	3	1	0	0	0	0	0	0	402510003	5	0	0	0	0	0	0	0	0	0	0	0
1	140500	3	1	0	0	0	0	0	0	402510004	5	0	0	0	0	0	0	0	0	0	0	0
1	150500	3	1	0	0	0	0	0	0	402510005	5	0	0	0	0	0	0	0	0	0	0	0
1	160500	3	1	0	0	0	0	0	0	402510006	5	0	0	0	0	0	0	0	0	0	0	0
1	170500	3	1	0	0	0	0	0	0	402510007	5	0	0	0	0	0	0	0	0	0	0	0
1	180500	3	1	0	0	0	0	0	0	402510008	5	0	0	0	0	0	0	0	0	0	0	0
1	190500	3	1	0	0	0	0	0	0	402510009	5	0	0	0	0	0	0	0	0	0	0	0
1	110600	3	1	0	0	0	0	0	0	402510001	5	0	0	0	0	0	0	0	0	0	0	0
1	120600	3	1	0	0	0	0	0	0	402510002	5	0	0	0	0	0	0	0	0	0	0	0
1	130600	3	1	0	0	0	0	0	0	402510003	5	0	0	0	0	0	0	0	0	0	0	0
1	140600	3	1	0	0	0	0	0	0	402510004	5	0	0	0	0	0	0	0	0	0	0	0
1	150600	3	1	0	0	0	0	0	0	402510005	5	0	0	0	0	0	0	0	0	0	0	0
1	160600	3	1	0	0	0	0	0	0	402510006	5	0	0	0	0	0	0	0	0	0	0	0
1	170600	3	1	0	0	0	0	0	0	402510007	5	0	0	0	0	0	0	0	0	0	0	0
1	180600	3	1	0	0	0	0	0	0	402510008	5	0	0	0	0	0	0	0	0	0	0	0
1	190600	3	1	0	0	0	0	0	0	402510009	5	0	0	0	0	0	0	0	0	0	0	0
1	110700	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120700	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130700	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140700	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150700	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160700	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170700	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180700	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190700	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110800	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120800	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130800	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140800	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150800	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
1	160800	3	1	0	0	0	0	0	0	402500006	5	0	0	0	0	0	0	0	0	0	0	0
1	170800	3	1	0	0	0	0	0	0	402500007	5	0	0	0	0	0	0	0	0	0	0	0
1	180800	3	1	0	0	0	0	0	0	402500008	5	0	0	0	0	0	0	0	0	0	0	0
1	190800	3	1	0	0	0	0	0	0	402500009	5	0	0	0	0	0	0	0	0	0	0	0
1	110900	3	1	0	0	0	0	0	0	402500001	5	0	0	0	0	0	0	0	0	0	0	0
1	120900	3	1	0	0	0	0	0	0	402500002	5	0	0	0	0	0	0	0	0	0	0	0
1	130900	3	1	0	0	0	0	0	0	402500003	5	0	0	0	0	0	0	0	0	0	0	0
1	140900	3	1	0	0	0	0	0	0	402500004	5	0	0	0	0	0	0	0	0	0	0	0
1	150900	3	1	0	0	0	0	0	0	402500005	5	0	0	0	0	0	0	0	0	0	0	0
