精炼规则ID	精炼星级	有效字段	精炼条件限制	精炼消耗ID	分解材料副ID（1位类型<1装备2宝石>+1位颜色+2位分类(部位)+1位等级；道具是8位的）	精炼成功率·真	精炼成功率·假	付费精炼价格	精炼等级强化上限	突破该星级需要的强化等级	神装升阶时计算继承用的积分
1144	3	1	0	51144	140400	10000	10000	10000	100	0	800
1144	4	1	0	51144	140400	10000	10000	10000	100	0	1200
1144	5	1	0	51144	140400	10000	10000	10000	100	0	1800
1144	6	1	0	51144	140400	10000	10000	10000	100	0	2400
1144	7	1	0	51144	140400	10000	10000	10000	100	0	3400
1144	8	1	0	51144	140400	10000	10000	10000	100	0	4400
1144	9	1	0	51144	140400	10000	10000	10000	100	0	6400
1144	10	1	-1	-1	140400	0	0	10000	100	0	8400
1154	0	1	0	51154	150400	10000	10000	10000	100	0	0
1154	1	1	0	51154	150400	10000	10000	10000	100	0	400
1154	2	1	0	51154	150400	10000	10000	10000	100	0	800
1154	3	1	0	51154	150400	10000	10000	10000	100	0	1600
1154	4	1	0	51154	150400	10000	10000	10000	100	0	2400
1154	5	1	0	51154	150400	10000	10000	10000	100	0	3600
1154	6	1	0	51154	150400	10000	10000	10000	100	0	4800
1154	7	1	0	51154	150400	10000	10000	10000	100	0	6720
1154	8	1	0	51154	150400	10000	10000	10000	100	0	8640
1154	9	1	0	51154	150400	10000	10000	10000	100	0	12480
1154	10	1	-1	-1	150400	0	0	10000	100	0	16320
1164	0	1	0	51164	160400	10000	10000	10000	100	0	0
1164	1	1	0	51164	160400	10000	10000	10000	100	0	600
1164	2	1	0	51164	160400	10000	10000	10000	100	0	1200
1164	3	1	0	51164	160400	10000	10000	10000	100	0	2400
1164	4	1	0	51164	160400	10000	10000	10000	100	0	3600
1164	5	1	0	51164	160400	10000	10000	10000	100	0	5400
1164	6	1	0	51164	160400	10000	10000	10000	100	0	7200
1164	7	1	0	51164	160400	10000	10000	10000	100	0	10400
1164	8	1	0	51164	160400	10000	10000	10000	100	0	13600
1164	9	1	0	51164	160400	10000	10000	10000	100	0	20000
1164	10	1	-1	-1	160400	0	0	10000	100	0	26400
1174	0	1	0	51174	170400	10000	10000	10000	100	0	0
1174	1	1	0	51174	170400	10000	10000	10000	100	0	975
1174	2	1	0	51174	170400	10000	10000	10000	100	0	1950
1174	3	1	0	51174	170400	10000	10000	10000	100	0	3900
1174	4	1	0	51174	170400	10000	10000	10000	100	0	5850
1174	5	1	0	51174	170400	10000	10000	10000	100	0	8775
1174	6	1	0	51174	170400	10000	10000	10000	100	0	11700
1174	7	1	0	51174	170400	10000	10000	10000	100	0	17400
1174	8	1	0	51174	170400	10000	10000	10000	100	0	23100
1174	9	1	0	51174	170400	10000	10000	10000	100	0	34500
1174	10	1	-1	-1	170400	0	0	10000	100	0	45900
1184	0	1	0	51184	180400	10000	10000	10000	100	0	0
1184	1	1	0	51184	180400	10000	10000	10000	100	0	1400
1184	2	1	0	51184	180400	10000	10000	10000	100	0	2800
1184	3	1	0	51184	180400	10000	10000	10000	100	0	5600
1184	4	1	0	51184	180400	10000	10000	10000	100	0	8400
1184	5	1	0	51184	180400	10000	10000	10000	100	0	12600
1184	6	1	0	51184	180400	10000	10000	10000	100	0	16800
1184	7	1	0	51184	180400	10000	10000	10000	100	0	25600
1184	8	1	0	51184	180400	10000	10000	10000	100	0	34400
1184	9	1	0	51184	180400	10000	10000	10000	100	0	52000
1184	10	1	-1	-1	180400	0	0	10000	100	0	69600
1194	0	1	0	51194	190400	10000	10000	10000	100	0	0
1194	1	1	0	51194	190400	10000	10000	10000	100	0	2000
1194	2	1	0	51194	190400	10000	10000	10000	100	0	4000
1194	3	1	0	51194	190400	10000	10000	10000	100	0	8000
1194	4	1	0	51194	190400	10000	10000	10000	100	0	12000
1194	5	1	0	51194	190400	10000	10000	10000	100	0	18000
1194	6	1	0	51194	190400	10000	10000	10000	100	0	24000
1194	7	1	0	51194	190400	10000	10000	10000	100	0	36500
1194	8	1	0	51194	190400	10000	10000	10000	100	0	49000
1194	9	1	0	51194	190400	10000	10000	10000	100	0	74000
1194	10	1	-1	-1	190400	0	0	10000	100	0	99000
1115	0	1	-1	-1	110500	0	0	10000	100	0	0
1125	0	1	0	51125	120500	10000	10000	10000	100	0	0
1135	0	1	0	51135	130500	10000	10000	10000	100	0	0
1135	1	1	0	51135	130500	10000	10000	10000	100	0	105
1135	2	1	0	51135	130500	10000	10000	10000	100	0	210
1135	3	1	0	51135	130500	10000	10000	10000	100	0	420
1135	4	1	0	51135	130500	10000	10000	10000	100	0	630
1135	5	1	0	51135	130500	10000	10000	10000	100	0	945
1135	6	1	-1	-1	130500	0	0	10000	100	0	1260
1145	0	1	0	51145	140500	10000	10000	10000	100	0	0
1145	1	1	0	51145	140500	10000	10000	10000	100	0	200
1145	2	1	0	51145	140500	10000	10000	10000	100	0	400
1145	3	1	0	51145	140500	10000	10000	10000	100	0	800
1145	4	1	0	51145	140500	10000	10000	10000	100	0	1200
1145	5	1	0	51145	140500	10000	10000	10000	100	0	1800
1145	6	1	0	51145	140500	10000	10000	10000	100	0	2400
1145	7	1	0	51145	140500	10000	10000	10000	100	0	3400
1145	8	1	0	51145	140500	10000	10000	10000	100	0	4400
1145	9	1	0	51145	140500	10000	10000	10000	100	0	6400
1145	10	1	-1	-1	140500	0	0	10000	100	0	8400
1155	0	1	0	51155	150500	10000	10000	10000	100	0	0
1155	1	1	0	51155	150500	10000	10000	10000	100	0	400
1155	2	1	0	51155	150500	10000	10000	10000	100	0	800
1155	3	1	0	51155	150500	10000	10000	10000	100	0	1600
1155	4	1	0	51155	150500	10000	10000	10000	100	0	2400
1155	5	1	0	51155	150500	10000	10000	10000	100	0	3600
1155	6	1	0	51155	150500	10000	10000	10000	100	0	4800
1155	7	1	0	51155	150500	10000	10000	10000	100	0	6720
1155	8	1	0	51155	150500	10000	10000	10000	100	0	8640
1155	9	1	0	51155	150500	10000	10000	10000	100	0	12480
1155	10	1	-1	-1	150500	0	0	10000	100	0	16320
1165	0	1	0	51165	160500	10000	10000	10000	100	0	0
1165	1	1	0	51165	160500	10000	10000	10000	100	0	600
1165	2	1	0	51165	160500	10000	10000	10000	100	0	1200
1165	3	1	0	51165	160500	10000	10000	10000	100	0	2400
1165	4	1	0	51165	160500	10000	10000	10000	100	0	3600
1165	5	1	0	51165	160500	10000	10000	10000	100	0	5400
1165	6	1	0	51165	160500	10000	10000	10000	100	0	7200
1165	7	1	0	51165	160500	10000	10000	10000	100	0	10400
1165	8	1	0	51165	160500	10000	10000	10000	100	0	13600
1165	9	1	0	51165	160500	10000	10000	10000	100	0	20000
1165	10	1	-1	-1	160500	0	0	10000	100	0	26400
1175	0	1	0	51175	170500	10000	10000	10000	100	0	0
1175	1	1	0	51175	170500	10000	10000	10000	100	0	975
1175	2	1	0	51175	170500	10000	10000	10000	100	0	1950
1175	3	1	0	51175	170500	10000	10000	10000	100	0	3900
1175	4	1	0	51175	170500	10000	10000	10000	100	0	5850
1175	5	1	0	51175	170500	10000	10000	10000	100	0	8775
1175	6	1	0	51175	170500	10000	10000	10000	100	0	11700
1175	7	1	0	51175	170500	10000	10000	10000	100	0	17400
1175	8	1	0	51175	170500	10000	10000	10000	100	0	23100
1175	9	1	0	51175	170500	10000	10000	10000	100	0	34500
1175	10	1	-1	-1	170500	0	0	10000	100	0	45900
1185	0	1	0	51185	180500	10000	10000	10000	100	0	0
1185	1	1	0	51185	180500	10000	10000	10000	100	0	1400
1185	2	1	0	51185	180500	10000	10000	10000	100	0	2800
1185	3	1	0	51185	180500	10000	10000	10000	100	0	5600
1185	4	1	0	51185	180500	10000	10000	10000	100	0	8400
1185	5	1	0	51185	180500	10000	10000	10000	100	0	12600
1185	6	1	0	51185	180500	10000	10000	10000	100	0	16800
1185	7	1	0	51185	180500	10000	10000	10000	100	0	25600
1185	8	1	0	51185	180500	10000	10000	10000	100	0	34400
1185	9	1	0	51185	180500	10000	10000	10000	100	0	52000
1185	10	1	-1	-1	180500	0	0	10000	100	0	69600
1195	0	1	0	51195	190500	10000	10000	10000	100	0	0
1195	1	1	0	51195	190500	10000	10000	10000	100	0	2000
1195	2	1	0	51195	190500	10000	10000	10000	100	0	4000
1195	3	1	0	51195	190500	10000	10000	10000	100	0	8000
