life_star_id（第1位无用，第2~3位表示职业，第4~5位表示第几个命星）	life_star_lvl	valid	need_acm_id	attr_type1	attr_value1	attr_type2	attr_value2	attr_type3	attr_value3	attr_type4	attr_value4	attr_type5	attr_value5	attr_type6	attr_value6	增加战力值	增加战力值	增加战力值	增加战力值	增加战力值	增加战力值	reward_acm_id1	reward_acm_id2	main_acm_script	reward_acm_script1	reward_acm_script2	建议境界
80102	2	1	1210	68	180	0	0	68	30	0	0	68	30	0	0	0	0	0	0	0	0	1212	1213	LogicScriptManager.TriggerScript(5121001)	"AcmEquipGuide(2,5,1)"	"AcmEquipGuide(2,6,1)"	3
80102	3	1	1217	68	225	0	0	68	37	0	0	68	37	0	0	0	0	0	0	0	0	1219	1220	"SourcePanel.Show(4,921101)"	LogicScriptManager.TriggerScript(5121201)	LogicScriptManager.TriggerScript(4101500)	5
80102	4	1	1224	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1226	1227	LogicScriptManager.TriggerScript(5122201)	"EquipSoulPanel.CMD_SelectEquip(2,2,1)"	"EquipSoulPanel.CMD_SelectEquip(3,2,1)"	7
80102	5	1	1231	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1233	1234	LogicScriptManager.TriggerScript(5123101)	"AcmEquipGuide(4,8,1)"	LogicScriptManager.TriggerScript(4101500)	9
80102	6	1	1238	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1240	1241	LogicScriptManager.TriggerScript(5123801)	"AcmEquipGuide(4,7,1)"	LogicScriptManager.TriggerScript(4101500)	11
80102	7	1	1245	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1247	1248	LogicScriptManager.TriggerScript(5124501)	"EquipSoulPanel.CMD_SelectEquip(2,3,1)"	"EquipSoulPanel.CMD_SelectEquip(3,3,1)"	13
80102	8	1	1252	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1254	1255	LogicScriptManager.TriggerScript(5125201)	"AcmEquipGuide(5,8,1)"	"AcmEquipGuide(5,7,1)"	15
80103	1	1	1303	71	120	0	0	71	20	0	0	71	20	0	0	0	0	0	0	0	0	1305	1306	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	1
80103	2	1	1310	71	180	0	0	71	30	0	0	71	30	0	0	0	0	0	0	0	0	1312	1313	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101303)	LogicScriptManager.TriggerScript(4101303)	2
80103	3	1	1317	71	225	0	0	71	37	0	0	71	37	0	0	0	0	0	0	0	0	1319	1320	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	5
80103	4	1	1324	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1326	1327	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	7
80103	5	1	1331	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1333	1334	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101301)	9
80103	6	1	1338	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1340	1341	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	11
80103	7	1	1345	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1347	1348	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101306)	13
80103	8	1	1352	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1354	1355	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	15
80104	1	1	1403	72	375	0	0	72	62	0	0	72	62	0	0	0	0	0	0	0	0	1405	1406	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	3
80104	2	1	1410	72	750	0	0	72	125	0	0	72	125	0	0	0	0	0	0	0	0	1412	1413	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	4
80104	3	1	1417	72	1125	0	0	72	187	0	0	72	187	0	0	0	0	0	0	0	0	1419	1420	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	6
80104	4	1	1424	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1426	1427	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	8
80104	5	1	1431	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1433	1434	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	10
80104	6	1	1438	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1440	1441	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	12
80104	7	1	1445	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1447	1448	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	14
80104	8	1	1452	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1454	1455	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	16
80105	1	1	1503	72	375	0	0	72	62	0	0	72	62	0	0	0	0	0	0	0	0	1505	1506	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	4
80105	2	1	1510	72	750	0	0	72	125	0	0	72	125	0	0	0	0	0	0	0	0	1512	1513	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	6
80105	3	1	1517	72	1125	0	0	72	187	0	0	72	187	0	0	0	0	0	0	0	0	1519	1520	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	7
80105	4	1	1524	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1526	1527	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	8
80105	5	1	1531	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1533	1534	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	10
80105	6	1	1538	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1540	1541	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	12
80105	7	1	1545	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1547	1548	LogicScriptManager.TriggerScript(4107101)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	14
80105	8	1	1552	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1554	1555	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107401)	16
80201	1	1	1103	70	108	0	0	70	18	0	0	70	18	0	0	0	0	0	0	0	0	1106	1107	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(5110601)	LogicScriptManager.TriggerScript(4102202)	1
80201	2	1	1111	70	162	0	0	70	27	0	0	70	27	0	0	0	0	0	0	0	0	1113	1114	LogicScriptManager.TriggerScript(5110901)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	2
80201	3	1	1118	70	202	0	0	70	33	0	0	70	33	0	0	0	0	0	0	0	0	1120	1121	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	5
80201	4	1	1125	70	243	0	0	70	40	0	0	70	40	0	0	0	0	0	0	0	0	1127	1128	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	8
80201	5	1	1132	70	243	0	0	70	40	0	0	70	40	0	0	0	0	0	0	0	0	1135	1136	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	10
80201	6	1	1140	70	243	0	0	70	40	0	0	70	40	0	0	0	0	0	0	0	0	1143	1144	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	12
80201	7	1	1148	70	243	0	0	70	40	0	0	70	40	0	0	0	0	0	0	0	0	1151	1152	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	14
80201	8	1	1156	70	243	0	0	70	40	0	0	70	40	0	0	0	0	0	0	0	0	1159	1160	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	16
80202	1	1	1202	68	120	0	0	68	20	0	0	68	20	0	0	0	0	0	0	0	0	1205	1206	LogicScriptManager.TriggerScript(5120201)	"TaskTracePanel.ShowTaskTip(\""极品武器、衣服、裤子、腰带可以在血凝城玩法中争夺获得\"")"	"TaskTracePanel.ShowTaskTip(\""极品武器、衣服、裤子、腰带可以在血凝城玩法中争夺获得\"")"	2
80202	2	1	1210	68	180	0	0	68	30	0	0	68	30	0	0	0	0	0	0	0	0	1212	1213	LogicScriptManager.TriggerScript(5121001)	"AcmEquipGuide(2,5,1)"	"AcmEquipGuide(2,6,1)"	3
80202	3	1	1217	68	225	0	0	68	37	0	0	68	37	0	0	0	0	0	0	0	0	1219	1220	"SourcePanel.Show(4,921101)"	LogicScriptManager.TriggerScript(5121201)	LogicScriptManager.TriggerScript(4101500)	5
80202	4	1	1224	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1226	1227	LogicScriptManager.TriggerScript(5122201)	"EquipSoulPanel.CMD_SelectEquip(2,2,1)"	"EquipSoulPanel.CMD_SelectEquip(3,2,1)"	7
80202	5	1	1231	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1233	1234	LogicScriptManager.TriggerScript(5123101)	"AcmEquipGuide(4,8,1)"	LogicScriptManager.TriggerScript(4101500)	9
80202	6	1	1238	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1240	1241	LogicScriptManager.TriggerScript(5123801)	"AcmEquipGuide(4,7,1)"	LogicScriptManager.TriggerScript(4101500)	11
80202	7	1	1245	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1247	1248	LogicScriptManager.TriggerScript(5124501)	"EquipSoulPanel.CMD_SelectEquip(2,3,1)"	"EquipSoulPanel.CMD_SelectEquip(3,3,1)"	13
80202	8	1	1252	68	270	0	0	68	45	0	0	68	45	0	0	0	0	0	0	0	0	1254	1255	LogicScriptManager.TriggerScript(5125201)	"AcmEquipGuide(5,8,1)"	"AcmEquipGuide(5,7,1)"	15
80203	1	1	1303	71	120	0	0	71	20	0	0	71	20	0	0	0	0	0	0	0	0	1305	1306	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	1
80203	2	1	1310	71	180	0	0	71	30	0	0	71	30	0	0	0	0	0	0	0	0	1312	1313	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101303)	LogicScriptManager.TriggerScript(4101303)	2
80203	3	1	1317	71	225	0	0	71	37	0	0	71	37	0	0	0	0	0	0	0	0	1319	1320	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	5
80203	4	1	1324	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1326	1327	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	7
80203	5	1	1331	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1333	1334	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101301)	9
80203	6	1	1338	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1340	1341	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	11
80203	7	1	1345	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1347	1348	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101306)	13
80203	8	1	1352	71	270	0	0	71	45	0	0	71	45	0	0	0	0	0	0	0	0	1354	1355	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	15
80204	1	1	1403	72	412	0	0	72	68	0	0	72	68	0	0	0	0	0	0	0	0	1405	1406	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	3
80204	2	1	1410	72	825	0	0	72	137	0	0	72	137	0	0	0	0	0	0	0	0	1412	1413	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	4
80204	3	1	1417	72	1237	0	0	72	205	0	0	72	205	0	0	0	0	0	0	0	0	1419	1420	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	6
80204	4	1	1424	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1426	1427	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	8
80204	5	1	1431	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1433	1434	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	10
80204	6	1	1438	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1440	1441	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	12
80204	7	1	1445	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1447	1448	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	14
80204	8	1	1452	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1454	1455	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	16
80205	1	1	1503	72	412	0	0	72	68	0	0	72	68	0	0	0	0	0	0	0	0	1505	1506	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	4
80205	2	1	1510	72	825	0	0	72	137	0	0	72	137	0	0	0	0	0	0	0	0	1512	1513	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	6
80205	3	1	1517	72	1237	0	0	72	205	0	0	72	205	0	0	0	0	0	0	0	0	1519	1520	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	7
80205	4	1	1524	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1526	1527	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	8
80205	5	1	1531	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1533	1534	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	10
80205	6	1	1538	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1540	1541	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	12
80205	7	1	1545	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1547	1548	LogicScriptManager.TriggerScript(4107101)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	14
80205	8	1	1552	72	1650	0	0	72	275	0	0	72	275	0	0	0	0	0	0	0	0	1554	1555	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107401)	16
80301	1	1	1103	67	90	0	0	67	15	0	0	67	15	0	0	0	0	0	0	0	0	1106	1107	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(5110601)	LogicScriptManager.TriggerScript(4102202)	1
80301	2	1	1111	67	135	0	0	67	22	0	0	67	22	0	0	0	0	0	0	0	0	1113	1114	LogicScriptManager.TriggerScript(5110901)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	2
80301	3	1	1118	67	168	0	0	67	27	0	0	67	27	0	0	0	0	0	0	0	0	1120	1121	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	5
80301	4	1	1125	67	202	0	0	67	33	0	0	67	33	0	0	0	0	0	0	0	0	1127	1128	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	8
80301	5	1	1132	67	202	0	0	67	33	0	0	67	33	0	0	0	0	0	0	0	0	1135	1136	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	10
80301	6	1	1140	67	202	0	0	67	33	0	0	67	33	0	0	0	0	0	0	0	0	1143	1144	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	12
80301	7	1	1148	67	202	0	0	67	33	0	0	67	33	0	0	0	0	0	0	0	0	1151	1152	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	14
80301	8	1	1156	67	202	0	0	67	33	0	0	67	33	0	0	0	0	0	0	0	0	1159	1160	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	16
80302	1	1	1202	68	132	0	0	68	22	0	0	68	22	0	0	0	0	0	0	0	0	1205	1206	LogicScriptManager.TriggerScript(5120201)	"TaskTracePanel.ShowTaskTip(\""极品武器、衣服、裤子、腰带可以在血凝城玩法中争夺获得\"")"	"TaskTracePanel.ShowTaskTip(\""极品武器、衣服、裤子、腰带可以在血凝城玩法中争夺获得\"")"	2
80302	2	1	1210	68	198	0	0	68	33	0	0	68	33	0	0	0	0	0	0	0	0	1212	1213	LogicScriptManager.TriggerScript(5121001)	"AcmEquipGuide(2,5,1)"	"AcmEquipGuide(2,6,1)"	3
80302	3	1	1217	68	247	0	0	68	40	0	0	68	40	0	0	0	0	0	0	0	0	1219	1220	"SourcePanel.Show(4,921101)"	LogicScriptManager.TriggerScript(5121201)	LogicScriptManager.TriggerScript(4101500)	5
80302	4	1	1224	68	297	0	0	68	49	0	0	68	49	0	0	0	0	0	0	0	0	1226	1227	LogicScriptManager.TriggerScript(5122201)	"EquipSoulPanel.CMD_SelectEquip(2,2,1)"	"EquipSoulPanel.CMD_SelectEquip(3,2,1)"	7
80302	5	1	1231	68	297	0	0	68	49	0	0	68	49	0	0	0	0	0	0	0	0	1233	1234	LogicScriptManager.TriggerScript(5123101)	"AcmEquipGuide(4,8,1)"	LogicScriptManager.TriggerScript(4101500)	9
80302	6	1	1238	68	297	0	0	68	49	0	0	68	49	0	0	0	0	0	0	0	0	1240	1241	LogicScriptManager.TriggerScript(5123801)	"AcmEquipGuide(4,7,1)"	LogicScriptManager.TriggerScript(4101500)	11
80302	7	1	1245	68	297	0	0	68	49	0	0	68	49	0	0	0	0	0	0	0	0	1247	1248	LogicScriptManager.TriggerScript(5124501)	"EquipSoulPanel.CMD_SelectEquip(2,3,1)"	"EquipSoulPanel.CMD_SelectEquip(3,3,1)"	13
80302	8	1	1252	68	297	0	0	68	49	0	0	68	49	0	0	0	0	0	0	0	0	1254	1255	LogicScriptManager.TriggerScript(5125201)	"AcmEquipGuide(5,8,1)"	"AcmEquipGuide(5,7,1)"	15
80303	1	1	1303	71	132	0	0	71	22	0	0	71	22	0	0	0	0	0	0	0	0	1305	1306	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	1
80303	2	1	1310	71	198	0	0	71	33	0	0	71	33	0	0	0	0	0	0	0	0	1312	1313	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101303)	LogicScriptManager.TriggerScript(4101303)	2
80303	3	1	1317	71	247	0	0	71	40	0	0	71	40	0	0	0	0	0	0	0	0	1319	1320	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	5
80303	4	1	1324	71	297	0	0	71	49	0	0	71	49	0	0	0	0	0	0	0	0	1326	1327	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	7
80303	5	1	1331	71	297	0	0	71	49	0	0	71	49	0	0	0	0	0	0	0	0	1333	1334	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101301)	9
80303	6	1	1338	71	297	0	0	71	49	0	0	71	49	0	0	0	0	0	0	0	0	1340	1341	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	11
80303	7	1	1345	71	297	0	0	71	49	0	0	71	49	0	0	0	0	0	0	0	0	1347	1348	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101306)	13
80303	8	1	1352	71	297	0	0	71	49	0	0	71	49	0	0	0	0	0	0	0	0	1354	1355	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	15
80304	1	1	1403	72	450	0	0	72	74	0	0	72	74	0	0	0	0	0	0	0	0	1405	1406	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	3
80304	2	1	1410	72	900	0	0	72	150	0	0	72	150	0	0	0	0	0	0	0	0	1412	1413	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	4
80304	3	1	1417	72	1350	0	0	72	224	0	0	72	224	0	0	0	0	0	0	0	0	1419	1420	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	6
80304	4	1	1424	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1426	1427	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	8
80304	5	1	1431	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1433	1434	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	10
80304	6	1	1438	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1440	1441	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	12
80304	7	1	1445	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1447	1448	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	14
