时装ID	阶级	外观分类（10套装，11武器，12挂件，13灵宝，14头发，15坐骑，16光环）	职业	激活条件（状态限制）	激活消耗	魅力值	附加属性	特殊颜色1	颜色1状态	颜色1消耗	特殊颜色2	颜色2状态	颜色2消耗	特殊颜色3	颜色3状态	颜色3消耗	特殊颜色4	颜色4状态	颜色4消耗	特殊颜色5	颜色5状态	颜色5消耗	特殊颜色6	颜色6状态	颜色6消耗	特殊颜色7	颜色7状态	颜色7消耗	特殊颜色8	颜色8状态	颜色8消耗	特殊颜色9	颜色9状态	颜色9消耗	附加特效1	特效1状态	附加特效2	特效2状态	过期提醒提前时间	过期提醒邮件ID	是否可染色（0不可，1可以）	名称	外观ID	说明	颜色	男图标（后面要改名成ImageId_male）	女图标	镜头朝向	镜头距离	镜头偏移X	镜头偏移Y	镜头偏移Z	可见状态限制
101102	4	10	11	0	100021	270	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
101102	5	10	11	0	100021	405	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	1	109106	0	0	0	0	0	0	0	0	0	103	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
102102	1	10	21	0	100022	80	0	120	1	109101	121	1	109102	122	1	109103	123	1	109104	124	0	109105	125	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_130	fashionClothe_140	0	0	0	0	0	0
102102	2	10	21	0	100022	120	0	120	1	109101	121	1	109102	122	1	109103	123	1	109104	124	0	109105	125	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_130	fashionClothe_140	0	0	0	0	0	0
102102	3	10	21	0	100022	180	0	120	1	109101	121	1	109102	122	1	109103	123	1	109104	124	1	109105	125	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_130	fashionClothe_140	0	0	0	0	0	0
102102	4	10	21	0	100022	270	0	120	1	109101	121	1	109102	122	1	109103	123	1	109104	124	1	109105	125	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_130	fashionClothe_140	0	0	0	0	0	0
102102	5	10	21	0	100022	405	0	120	1	109101	121	1	109102	122	1	109103	123	1	109104	124	1	109105	125	1	109106	0	0	0	0	0	0	0	0	0	103	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_130	fashionClothe_140	0	0	0	0	0	0
103102	1	10	31	0	100023	80	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	0	109105	115	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
103102	2	10	31	0	100023	120	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	0	109105	115	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
103102	3	10	31	0	100023	180	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
103102	4	10	31	0	100023	270	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
103102	5	10	31	0	100023	405	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	1	109106	0	0	0	0	0	0	0	0	0	103	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
104102	1	10	41	0	100024	80	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	0	109105	115	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
104102	2	10	41	0	100024	120	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	0	109105	115	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
104102	3	10	41	0	100024	180	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
104102	4	10	41	0	100024	270	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	0	109106	0	0	0	0	0	0	0	0	0	102	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
104102	5	10	41	0	100024	405	0	110	1	109101	111	1	109102	112	1	109103	113	1	109104	114	1	109105	115	1	109106	0	0	0	0	0	0	0	0	0	103	1	0	0	86400	2101	1	醺红如醉	2	醺红如醉，绛云思暖。尊享礼包可获得，外观商店可购买	3	fashionClothe_110	fashionClothe_120	0	0	0	0	0	0
101103	1	10	11	0	100031	80	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	0	109105	215	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
101103	2	10	11	0	100031	120	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	0	109105	215	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
101103	3	10	11	0	100031	180	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
101103	4	10	11	0	100031	270	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
101103	5	10	11	0	100031	405	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	1	109106	0	0	0	0	0	0	0	0	0	105	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
102103	1	10	21	0	100032	80	0	220	1	109101	221	1	109102	222	1	109103	223	1	109104	224	0	109105	225	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_230	fashionClothe_240	0	0	0	0	0	0
102103	2	10	21	0	100032	120	0	220	1	109101	221	1	109102	222	1	109103	223	1	109104	224	0	109105	225	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_230	fashionClothe_240	0	0	0	0	0	0
102103	3	10	21	0	100032	180	0	220	1	109101	221	1	109102	222	1	109103	223	1	109104	224	1	109105	225	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_230	fashionClothe_240	0	0	0	0	0	0
102103	4	10	21	0	100032	270	0	220	1	109101	221	1	109102	222	1	109103	223	1	109104	224	1	109105	225	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_230	fashionClothe_240	0	0	0	0	0	0
102103	5	10	21	0	100032	405	0	220	1	109101	221	1	109102	222	1	109103	223	1	109104	224	1	109105	225	1	109106	0	0	0	0	0	0	0	0	0	105	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_230	fashionClothe_240	0	0	0	0	0	0
103103	1	10	31	0	100033	80	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	0	109105	215	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
103103	2	10	31	0	100033	120	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	0	109105	215	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
103103	3	10	31	0	100033	180	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
103103	4	10	31	0	100033	270	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
103103	5	10	31	0	100033	405	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	1	109106	0	0	0	0	0	0	0	0	0	105	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
104103	1	10	41	0	100034	80	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	0	109105	215	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
104103	2	10	41	0	100034	120	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	0	109105	215	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
104103	3	10	41	0	100034	180	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
104103	4	10	41	0	100034	270	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	0	109106	0	0	0	0	0	0	0	0	0	104	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
104103	5	10	41	0	100034	405	0	210	1	109101	211	1	109102	212	1	109103	213	1	109104	214	1	109105	215	1	109106	0	0	0	0	0	0	0	0	0	105	1	0	0	1800	2103	1	雪霁晴蓝	3	雪霁初晴，清蓝之髓。外观商店可购买	3	fashionClothe_210	fashionClothe_220	0	0	0	0	0	0
101104	1	10	11	0	100041	150	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
101104	2	10	11	0	100041	200	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
101104	3	10	11	0	100041	250	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
101104	4	10	11	0	100041	300	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
101104	5	10	11	0	100041	405	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
102104	1	10	21	0	100042	150	0	520	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_430	fashionClothe_440	0	0	0	0	0	0
102104	2	10	21	0	100042	200	0	520	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_430	fashionClothe_440	0	0	0	0	0	0
102104	3	10	21	0	100042	250	0	520	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_430	fashionClothe_440	0	0	0	0	0	0
102104	4	10	21	0	100042	300	0	520	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_430	fashionClothe_440	0	0	0	0	0	0
102104	5	10	21	0	100042	405	0	520	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_430	fashionClothe_440	0	0	0	0	0	0
103104	1	10	31	0	100043	150	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
103104	2	10	31	0	100043	200	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
103104	3	10	31	0	100043	250	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
103104	4	10	31	0	100043	300	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
103104	5	10	31	0	100043	405	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
104104	1	10	41	0	100044	150	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
104104	2	10	41	0	100044	200	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
104104	3	10	41	0	100044	250	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
104104	4	10	41	0	100044	300	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
104104	5	10	41	0	100044	405	0	510	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	1	0	0	1800	2104	1	一生所爱	6	执子之手，将子拖走。	3	fashionClothe_410	fashionClothe_420	0	0	0	0	0	0
101105	1	10	11	0	100051	80	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	0	109105	415	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
101105	2	10	11	0	100051	120	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	0	109105	415	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
101105	3	10	11	0	100051	180	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
101105	4	10	11	0	100051	270	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
101105	5	10	11	0	100051	405	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	1	109106	0	0	0	0	0	0	0	0	0	111	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
102105	1	10	21	0	100052	80	0	420	1	109101	421	1	109102	422	1	109103	423	1	109104	424	0	109105	425	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_530	fashionClothe_540	0	0	0	0	0	0
102105	2	10	21	0	100052	120	0	420	1	109101	421	1	109102	422	1	109103	423	1	109104	424	0	109105	425	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_530	fashionClothe_540	0	0	0	0	0	0
102105	3	10	21	0	100052	180	0	420	1	109101	421	1	109102	422	1	109103	423	1	109104	424	1	109105	425	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_530	fashionClothe_540	0	0	0	0	0	0
102105	4	10	21	0	100052	270	0	420	1	109101	421	1	109102	422	1	109103	423	1	109104	424	1	109105	425	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_530	fashionClothe_540	0	0	0	0	0	0
102105	5	10	21	0	100052	405	0	420	1	109101	421	1	109102	422	1	109103	423	1	109104	424	1	109105	425	1	109106	0	0	0	0	0	0	0	0	0	111	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_530	fashionClothe_540	0	0	0	0	0	0
103105	1	10	31	0	100053	80	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	0	109105	415	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
103105	2	10	31	0	100053	120	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	0	109105	415	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
103105	3	10	31	0	100053	180	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
