#难度等级	#关卡index	#有效值	#地图ID	#该境界下最大关卡数量	#这个关卡固定奖励ID	#这个关卡超级奖励概率万分比	#奖励宝箱ID	#BOSS出生x坐标客户端X坐标	#BOSS出生y坐标客户端Z坐标	#精英1出生x坐标客户端X坐标	#精英1出生y坐标客户端Z坐标	#精英2出生x坐标客户端X坐标	#精英2出生y坐标客户端Z坐标	#精英3出生x坐标客户端X坐标	#精英3出生y坐标客户端Z坐标	#精英4出生x坐标客户端X坐标	#精英4出生y坐标客户端Z坐标	#精英5出生x坐标客户端X坐标	#精英5出生y坐标客户端Z坐标	#光圈X坐标客户端X坐标	#光圈Y坐标客户端Y坐标	#光圈Z坐标客户端Z坐标	#出生点X坐标客户端X坐标	#出生点Y坐标客户端Z坐标	#关卡时间限制，单位秒	#关卡开始事件	#关卡胜利事件	#关卡障碍群组ID	#关卡传送员ID	#是否有BOSS	#BOSS池ID1（关联npc_big_type_pool表池ID）	#BOSS等级1	#BOSS概率1	#BOSS池ID2（关联npc_big_type_pool表池ID）	#BOSS等级2	#BOSS概率2	#BOSS池ID3（关联npc_big_type_pool表池ID）	#BOSS等级3	#BOSS概率3	#BOSS池ID4（关联npc_big_type_pool表池ID）	#BOSS等级4	#BOSS概率4	#BOSS池ID5（关联npc_big_type_pool表池ID）	#BOSS等级5	#BOSS概率5	#精英怪数量	#精英池ID1（关联npc_big_type_pool表池ID）	#精英等级1	#精英概率1	#精英大类型7	#精英的等级7	#精英随机到的概率7	#精英大类型8	#精英的等级8	#精英随机到的概率8	#精英大类型9	#精英的等级9	#精英随机到的概率9	#精英大类型10	#精英的等级10	#精英随机到的概率10	#BUFF数量（指后面池中计入随机的BUFF数量）	#BUFF类型1，1表示恢复角色100%生命，2表示恢复50%角色生命，3表示恢复25%角色生命，其他值表示BUFFID	#BUFF类型1等级	#BUFF随机到的概率1	#BUFF类型2	#BUFF类型2等级	#BUFF随机到的概率2	#BUFF类型3	#BUFF类型3等级	#BUFF随机到的概率3	#BUFF类型4	#BUFF类型4等级	#BUFF随机到的概率4	#BUFF类型5	#BUFF类型5等级	#BUFF随机到的概率5	#BUFF类型6	#BUFF类型6等级	#BUFF随机到的概率6	#BUFF类型7	#BUFF类型7等级	#BUFF随机到的概率7	#BUFF类型8	#BUFF类型8等级	#BUFF随机到的概率8	#BUFF类型9	#BUFF类型9等级	#BUFF随机到的概率9	#BUFF类型10	#BUFF类型10等级	#BUFF随机到的概率10
[K][C][S]jingjie	[K][C][S]tower_index	 valid 	[C][S]map_id	[C][S]total_tower_num	[C][S]reward_id 	[S]super_reward_random	[S]super_item_id	[S]boss_pos_x	[S]boss_pos_y	[S]elite1_pos_x	[S]elite1_pos_y	[S]elite2_pos_x	[S]elite2_pos_y	[S]elite3_pos_x	[S]elite3_pos_y	[S]elite4_pos_x	[S]elite4_pos_y	[S]elite5_pos_x	[S]elite5_pos_y	[C]zhalan_pos_x	[C]zhalan_pos_y	[C]zhalan_pos_z	[S]role_pos_x	[S]role_pos_y	[C][S]time_limit	[S]start_event_id	[S]end_event_id	[S]npc_group_id1	[S]trans_npc_id	[C][S]random_boss_num	[C][S]boss_type_id1	[C][S]boss_level1	[C][S]boss_random1	[C][S]boss_type_id2	[C][S]boss_level2	[C][S]boss_random2	[C][S]boss_type_id3	[C][S]boss_level3	[C][S]boss_random3	[C][S]boss_type_id4	[C][S]boss_level4	[C][S]boss_random4	[C][S]boss_type_id5	[C][S]boss_level5	[C][S]boss_random5	[C][S]random_elite_num	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]random_buff_num	[C][S]buff_id1	[C][S]buff_level1	[C][S]buff_random1	[C][S]buff_id2	[C][S]buff_level2	[C][S]buff_random2	[C][S]buff_id3	[C][S]buff_level3	[C][S]buff_random3	[C][S]buff_id4	[C][S]buff_level4	[C][S]buff_random4	[C][S]buff_id5	[C][S]buff_level5	[C][S]buff_random5	[C][S]buff_id6	[C][S]buff_level6	[C][S]buff_random6	[C][S]buff_id7	[C][S]buff_level7	[C][S]buff_random7	[C][S]buff_id8	[C][S]buff_level8	[C][S]buff_random8	[C][S]buff_id9	[C][S]buff_level9	[C][S]buff_random9	[C][S]buff_id10	[C][S]buff_level10	[C][S]buff_random10
0	10	1	9001	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90010015	90010020	900110001	0	1	90014	58	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	9002	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900200001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	9002	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90020001	90020006	900201001	900201002	1	90011	900101	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	1	9002	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90020002	90020007	900202001	900202002	1	90012	900102	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	1	9002	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90020003	90020008	900203001	900203002	1	90012	900103	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4	1	9002	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90020004	90020009	900204001	900204002	1	90013	900104	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5	1	9002	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90020005	90020010	900205001	900205002	1	90013	900105	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	1	9002	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90020011	90020016	900206001	900206002	1	90013	900106	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	7	1	9002	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90020012	90020017	900207001	900207002	1	90014	900107	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	8	1	9002	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90020013	90020018	900208001	900208002	1	90014	900108	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9	1	9002	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90020014	90020019	900209001	900209002	1	90014	900109	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	10	1	9002	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90020015	90020020	900210001	0	1	90014	900110	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	1	9003	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900300001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1	9003	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90030001	90030006	900301001	900301002	1	90011	900101	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	1	9003	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90030002	90030007	900302001	900302002	1	90012	900102	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	1	9003	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90030003	90030008	900303001	900303002	1	90012	900103	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	1	9003	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90030004	90030009	900304001	900304002	1	90013	900104	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	1	9003	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90030005	90030010	900305001	900305002	1	90013	900105	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	6	1	9003	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90030011	90030016	900306001	900306002	1	90013	900106	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	7	1	9003	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90030012	90030017	900307001	900307002	1	90014	900107	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	1	9003	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90030013	90030018	900308001	900308002	1	90014	900108	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	9	1	9003	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90030014	90030019	900309001	900309002	1	90014	900109	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	1	9003	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90030015	90030020	900310001	0	1	90014	900110	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	1	9004	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900400001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	1	9004	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90040001	90040006	900401001	900401002	1	90011	900101	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	1	9004	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90040002	90040007	900402001	900402002	1	90012	900102	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	1	9004	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90040003	90040008	900403001	900403002	1	90012	900103	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	4	1	9004	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90040004	90040009	900404001	900404002	1	90013	900104	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	5	1	9004	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90040005	90040010	900405001	900405002	1	90013	900105	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	6	1	9004	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90040011	90040016	900406001	900406002	1	90013	900106	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	7	1	9004	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90040012	90040017	900407001	900407002	1	90014	900107	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	8	1	9004	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90040013	90040018	900408001	900408002	1	90014	900108	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	9	1	9004	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90040014	90040019	900409001	900409002	1	90014	900109	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	10	1	9004	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90040015	90040020	900410001	0	1	90014	900110	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	1	9005	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900500001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
