consume_id消耗ID(2位系统<1武学，2任务，3地图，4付费，5装备，6道藏,7制造，8道具，9系统，10时装，11仙道秘法>+2位类型+2位流水)	second_id副键ID（默认值9999，当副ID找不到时就找这个9999，如果也找不到才返回错误；任务回收填任务ID；制造绑定解绑的0-9副键代表0-9档的解绑消耗，宝塔中代表奖励池ID，仙道秘法重铸）	valid	consume1_mode消耗模式1(1货币，2道具，3精血，4宝石精华，5次数限制<次数ID，数量>，6道藏残页，7消耗特定品质的特定装备（精炼过的装备不算，优先扣除评分低的）（参数1：type_id 参数2：品质 参数3：数量）)	mode1_parm1参数1	mode1_parm2参数2	mode1_parm3参数3	consume2_mode	mode2_parm1	mode2_parm2	mode2_parm3	consume3_mode	mode3_parm1	mode3_parm2	mode3_parm3	consume4_mode	mode4_parm1	mode4_parm2	mode4_parm3	consume5_mode	mode5_parm1	mode5_parm2	mode5_parm3	consume6_mode	mode6_parm1	mode6_parm2	mode6_parm3
10102	41	1	1	203	162000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	42	1	1	203	174000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	43	1	1	203	186000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	44	1	1	203	198000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	45	1	1	203	210000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	46	1	1	203	222000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	47	1	1	203	246000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	48	1	1	203	270000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	49	1	1	203	294000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	1	1	1	203	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	2	1	1	203	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	3	1	1	203	2650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	4	1	1	203	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	5	1	1	203	3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	6	1	1	203	4150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	7	1	1	203	4650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	8	1	1	203	5150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	9	1	1	203	5650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	10	1	1	203	6150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	11	1	1	203	6650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	12	1	1	203	7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	13	1	1	203	7650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	14	1	1	203	8150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	15	1	1	203	8650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	16	1	1	203	9150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	17	1	1	203	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	18	1	1	203	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	19	1	1	203	34000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	20	1	1	203	38000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	21	1	1	203	42000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	22	1	1	203	46000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	23	1	1	203	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	24	1	1	203	54000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	25	1	1	203	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	26	1	1	203	62000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	27	1	1	203	62500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	28	1	1	203	77500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	29	1	1	203	92500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	30	1	1	203	107500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	31	1	1	203	122500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	32	1	1	203	137500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	33	1	1	203	152500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	34	1	1	203	167500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	35	1	1	203	182500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	36	1	1	203	197500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	37	1	1	203	142500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	38	1	1	203	157500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	39	1	1	203	172500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	40	1	1	203	187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	41	1	1	203	202500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	42	1	1	203	217500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	43	1	1	203	232500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	44	1	1	203	247500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	45	1	1	203	262500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	46	1	1	203	277500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	47	1	1	203	307500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	48	1	1	203	337500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	49	1	1	203	367500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	1	1	1	203	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	2	1	1	203	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	3	1	1	203	3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	4	1	1	203	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	5	1	1	203	4380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	6	1	1	203	4980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	7	1	1	203	5580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	8	1	1	203	6180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	9	1	1	203	6780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	10	1	1	203	7380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	11	1	1	203	7980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	12	1	1	203	8580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	13	1	1	203	9180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	14	1	1	203	9780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	15	1	1	203	10380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	16	1	1	203	10980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	17	1	1	203	31200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	18	1	1	203	36000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	19	1	1	203	40800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	20	1	1	203	45600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	21	1	1	203	50400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	22	1	1	203	55200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	23	1	1	203	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	24	1	1	203	64800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	25	1	1	203	69600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	26	1	1	203	74400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	27	1	1	203	75000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	28	1	1	203	93000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	29	1	1	203	111000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	30	1	1	203	129000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	31	1	1	203	147000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	32	1	1	203	165000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	33	1	1	203	183000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	34	1	1	203	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	35	1	1	203	219000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	36	1	1	203	237000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	37	1	1	203	171000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	38	1	1	203	189000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	39	1	1	203	207000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	40	1	1	203	225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	41	1	1	203	243000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	42	1	1	203	261000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	43	1	1	203	279000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	44	1	1	203	297000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	45	1	1	203	315000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	46	1	1	203	333000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	47	1	1	203	369000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	48	1	1	203	405000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	49	1	1	203	441000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	4	1	2	422110100	1	0	1	203	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	9	1	2	422110100	2	0	1	203	5650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	14	1	2	422110100	3	0	1	203	8150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	19	1	2	422110100	8	0	1	203	34000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	24	1	2	422110100	10	0	1	203	54000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	29	1	2	422110100	15	0	1	203	92500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	34	1	2	422110100	20	0	1	203	167500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	39	1	2	422110100	25	0	1	203	172500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	44	1	2	422110100	30	0	1	203	247500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	49	1	2	422110100	35	0	1	203	367500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	50	1	2	422110100	15	0	1	203	487500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	51	1	2	422110100	15	0	1	203	607500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	52	1	2	422110100	15	0	1	203	727500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	53	1	2	422110100	15	0	1	203	847500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	54	1	2	422110100	15	0	1	203	967500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	55	1	2	422110100	20	0	1	203	1087500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	56	1	2	422110100	20	0	1	203	1207500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	57	1	2	422110100	20	0	1	203	1327500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	58	1	2	422110100	20	0	1	203	1447500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	59	1	2	422110100	20	0	1	203	1567500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	60	1	2	422110100	25	0	1	203	1687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	61	1	2	422110100	25	0	1	203	1807500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	62	1	2	422110100	25	0	1	203	1927500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	63	1	2	422110100	25	0	1	203	2047500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	64	1	2	422110100	25	0	1	203	2167500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	65	1	2	422110100	30	0	1	203	2287500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	66	1	2	422110100	30	0	1	203	2407500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	67	1	2	422110100	30	0	1	203	2527500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	68	1	2	422110100	30	0	1	203	2647500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
