敏感级别（1表示禁止起名禁止聊天，2表示禁止起名但允许聊天）	有效标志	敏感词	加一行（没用，服务器兄弟要求的）
1	0	李登輝	
1	0	連戰	
1	0	宋楚瑜	
1	0	呂秀蓮	
1	0	鬱慕明	
1	0	蔣介石	
1	0	蔣中正	
1	0	蔣經國	
1	0	馬英九	
1	0	新疆勢力	
1	0	六四	
1	0	六四運動	
1	0	東方閃電	
1	0	茉莉花	
1	0	美國之音	
1	0	密宗	
1	0	民國	
1	0	民進黨	
1	0	民運	
1	0	民主	
1	0	民主潮	
1	0	摩門教	
1	0	納粹	
1	0	南華早報	
1	0	南蠻	
1	0	明慧網	
1	0	起義	
1	0	親民黨	
1	0	瘸腿幫	
1	0	人民報	
1	0	法輪功	
1	0	法輪大法	
1	0	打倒共產黨	
1	0	台獨萬歲	
1	0	聖戰	
1	0	示威	
1	0	台獨	
1	0	台獨分子	
1	0	台聯	
1	0	臺灣民國	
1	0	臺灣島國	
1	0	臺灣國	
1	0	臺灣獨立	
1	0	太子党	
1	0	天安門事件	
1	0	屠殺	
1	0	新黨	
1	0	新疆獨立	
1	0	新疆分裂	
1	0	新疆國	
1	0	疆獨	
1	0	西藏獨立	
1	0	西藏分裂	
1	0	西藏國	
1	0	藏獨	
1	0	藏青會	
1	0	藏婦會	
1	0	學潮	
1	0	學運	
1	0	一黨專政	
1	0	一中一台	
1	0	兩個中國	
1	0	一貫道	
1	0	遊行	
1	0	圓滿	
1	0	造反	
1	0	真善忍	
1	0	鎮壓	
1	0	政變	
1	0	政治	
1	0	政治反對派	
1	0	政治犯	
1	0	中共	
1	0	共產黨	
1	0	反黨	
1	0	反共	
1	0	政府	
1	0	民主黨	
1	0	中國之春	
1	0	轉法輪	
1	0	自焚	
1	0	共黨	
1	0	共匪	
1	0	蘇家屯	
1	0	基地組織	
1	0	塔利班	
1	0	東亞病夫	
1	0	支那	
1	0	高治聯	
1	0	高自聯	
1	0	專政	
1	0	專制	
1	0	四人幫	
1	0	新聞管制	
1	0	核工業基地	
1	0	核武器	
1	0	鈾	
1	0	原子彈	
1	0	氫彈	
1	0	導彈	
1	0	核潛艇	
1	0	大參考	
1	0	小參考	
1	0	國內動態清樣	
1	0	東突	
1	0	中央電視臺	
1	0	雪山獅子旗	
1	0	佔領中環	
1	0	兩國論	
1	0	一邊一國	
1	0	赤匪	
1	0	道教	
1	0	多維	
1	0	佛教	
1	0	佛祖	
1	0	釋迦牟尼	
1	0	如來	
1	0	阿彌陀佛	
1	0	觀世音	
1	0	普賢	
1	0	文殊	
1	0	地藏	
1	0	河殤	
1	0	回教	
1	0	穆罕默德	
1	0	穆斯林	
1	0	升天	
1	0	聖母	
1	0	耶和華	
1	0	耶穌	
1	0	伊斯蘭	
1	0	真主安拉	
1	0	白蓮教	
1	0	天主教	
1	0	基督教	
1	0	東正教	
1	0	大法	
1	0	法輪	
1	0	真理教	
1	0	走向圓滿	
1	0	黃大仙	
1	0	風水	
1	0	跳大神	
1	0	神漢	
1	0	神婆	
1	0	大衛教	
1	0	閻王	
1	0	黑白無常	
1	0	牛頭馬面	
1	0	高麗棒子	
1	0	回回	
1	0	蒙古韃子	
1	0	老毛子	
1	0	回民吃豬肉	
1	0	蒙古獨立	
1	0	全能神	
1	0	謀殺	
1	0	殺人	
1	0	吸毒	
1	0	販毒	
1	0	賭博	
1	0	拐賣	
1	0	走私	
1	0	賣淫	
1	0	監獄	
1	0	強姦	
1	0	輪奸	
1	0	搶劫	
1	0	先奸後殺	
1	0	槍支彈藥	
1	0	下注	
1	0	押大	
1	0	押小	
1	0	抽頭	
1	0	坐莊	
1	0	賭馬	
1	0	賭球	
1	0	籌碼	
1	0	老虎機	
1	0	輪盤賭	
1	0	安非他命	
1	0	大麻	
1	0	可卡因	
1	0	海洛因	
1	0	冰毒	
1	0	搖頭丸	
1	0	杜冷丁	
1	0	鴉片	
1	0	罌粟	
1	0	迷幻藥	
1	0	白粉	
1	0	嗑藥	
1	0	賣槍支彈藥	
1	0	K粉	
1	0	冰粉	
1	0	毒品	
1	0	屄	
1	0	肏	
1	0	屌	
1	0	馬的	
1	0	馬白勺	
1	0	媽的	
1	0	媽白勺	
1	0	女馬ㄉ	
1	0	女馬的	
1	0	女馬白勺	
1	0	操你	
1	0	操妳	
1	0	操他	
1	0	操人也	
1	0	操她	
1	0	操女也	
1	0	幹你	
1	0	幹妳	
1	0	幹他	
1	0	幹人也	
1	0	幹她	
1	0	幹女也	
1	0	超你	
1	0	超妳	
1	0	超他	
1	0	超人也	
1	0	超她	
1	0	超女也	
1	0	屌你	
1	0	屌我	
1	0	屌妳	
1	0	屌他	
1	0	屌人也	
1	0	屌她	
1	0	屌女也	
1	0	凸你	
1	0	凸我	
1	0	凸妳	
1	0	凸他	
1	0	凸人也	
1	0	凸她	
1	0	凸女也	
1	0	插你	
1	0	插他	
1	0	插我	
1	0	插她	
1	0	插妳	
1	0	臭你	
1	0	臭妳	
1	0	臭他	
1	0	臭人也	
1	0	臭她	
1	0	臭女也	
1	0	機八	
1	0	雞八	
1	0	G八	
1	0	Ｇ八	
1	0	機巴	
1	0	雞巴	
1	0	G巴	
1	0	Ｇ巴	
1	0	機叭	
1	0	雞叭	
1	0	G叭	
1	0	Ｇ叭	
1	0	機芭	
1	0	雞芭	
1	0	G芭	
1	0	Ｇ芭	
1	0	機掰	
1	0	雞掰	
1	0	G掰	
1	0	Ｇ掰	
1	0	機Y	
1	0	機Ｙ	
1	0	雞Y	
1	0	雞Ｙ	
1	0	機8	
1	0	雞８	
1	0	靠爸	
1	0	靠母	
1	0	哭爸	
1	0	哭母	
1	0	靠北	
1	0	老GY	
1	0	老ＧＹ	
1	0	幹GY	
1	0	幹ＧＹ	
1	0	操GY	
1	0	操ＧＹ	
1	0	超GY	
1	0	超ＧＹ	
1	0	臭GY	
1	0	臭ＧＹ	
1	0	幹七八	
1	0	幹78	
1	0	幹７８	
1	0	操七八	
1	0	操78	
1	0	操７８	
1	0	超七八	
1	0	超78	
1	0	超７８	
1	0	臭七八	
1	0	臭78	
1	0	臭７８	
1	0	懶叫	
1	0	懶教	
1	0	媽B	
1	0	我日	
1	0	婊	
1	0	璩美鳳	
1	0	陰莖	
1	0	日你	
1	0	陰道	
1	0	幹死	
1	0	你媽	
1	0	TNND	
1	0	幼齒	
1	0	幹死你	
1	0	作愛	
1	0	阝月	
1	0	歇逼	
1	0	蛤蟆	
1	0	發騷	
1	0	招妓	
1	0	陰唇	
1	0	操你媽	
1	0	精子	
1	0	姦淫	
1	0	菜逼	
1	0	奶奶的	
1	0	日死你	
1	0	賤人	
1	0	江八點	
1	0	你娘	
1	0	肛交	
1	0	破鞋	
1	0	賤逼	
1	0	娘的	
1	0	狗卵子	
1	0	騷貨	
1	0	操蛋	
1	0	大比	
1	0	龜公	
1	0	窮逼	
1	0	欠日	
1	0	狗b	
1	0	牛逼	
1	0	裝逼	
1	0	媽批	
1	0	欠操	
1	0	我操你	
1	0	爛逼	
1	0	你爸	
1	0	屁眼	
1	0	密穴	
1	0	雞奸	
1	0	群奸	
1	0	爛比	
1	0	牛比	
1	0	噴你	
1	0	大b	
1	0	小b	
1	0	性欲	
1	0	你大爺	
1	0	淫蕩	
1	0	中國豬	
1	0	狂操	
1	0	婊子	
1	0	我操	
1	0	淫穢	
1	0	江豬媳	
1	0	狗屎	
1	0	十八摸	
1	0	操逼	
1	0	二B	
1	0	豬毛	
1	0	狗操	
1	0	奶子	
1	0	大花逼	
1	0	逼樣	
1	0	去你媽的	
1	0	完蛋操	
1	0	下賤	
1	0	淫穴	
1	0	豬操	
1	0	妓女	
1	0	陰水	
1	0	操比	
1	0	精液	
1	0	賣比	
1	0	16dy-圖庫	
1	0	獸交	
1	0	愛女人	
1	0	拔出來	
1	0	操b	
1	0	插進	
1	0	插穴	
1	0	吃精	
1	0	抽插	
1	0	大乳	
1	0	調教	
1	0	黃色電影	
1	0	激情電影	
1	0	輪暴	
1	0	迷奸	
1	0	乳房	
1	0	色貓	
1	0	色欲	
1	0	性愛圖庫	
1	0	亞情	
1	0	淫亂	
1	0	淫女	
1	0	淫蕩	
1	0	淫水	
1	0	淫汁	
1	0	幼圖	
1	0	中文搜性網	
1	0	自慰	
1	0	雞巴	
1	0	學生妹	
1	0	１８歲淫亂	
1	0	999日本妹	
1	0	幹炮	
1	0	摸陰蒂	
1	0	金鱗豈是池中物	
1	0	掰穴皮卡丘	
1	0	白虎少婦	
1	0	白虎陰穴	
1	0	包二奶	
1	0	暴淫	
1	0	逼癢	
1	0	蕩妹	
1	0	肥逼	
1	0	粉穴	
1	0	幹穴	
1	0	開苞	
1	0	口活	
1	0	狼友	
1	0	春藥	
1	0	風豔閣	
1	0	激情小說	
1	0	獸欲	
1	0	全裸	
1	0	秘唇	
1	0	蜜穴	
1	0	玉穴	
1	0	應召	
1	0	菊花蕾	
1	0	大力抽送	
1	0	幹的爽	
1	0	肉蒲團	
1	0	後庭	
1	0	淫叫	
1	0	男女交歡	
1	0	極品波霸	
1	0	獸奸	
1	0	流淫	
1	0	銷魂洞	
1	0	操爛	
1	0	成人網站	
1	0	淫色	
1	0	一夜歡	
1	0	姦淫	
1	0	給你爽	
1	0	偷窺圖片	
1	0	性奴	
1	0	大乳頭	
1	0	奸幼	
1	0	中年美婦	
1	0	豪乳	
1	0	噴精	
1	0	逼奸	
1	0	脫內褲	
1	0	發浪	
1	0	浪叫	
1	0	肉莖	
1	0	菊花洞	
1	0	成人自拍	
1	0	自拍美穴	
1	0	摳穴	
1	0	顏射	
1	0	肉棍	
1	0	淫水愛液	
1	0	陰核	
1	0	露B	
1	0	母子姦情	
1	0	人妻熟女	
1	0	色界	
1	0	丁香社區	
1	0	愛圖公園	
1	0	色色五月天	
1	0	鹿城娛樂	
1	0	色色	
1	0	幼香閣	
1	0	隱窩窩	
1	0	亂倫熟女網	
1	0	插陰	
1	0	露陰照	
1	0	美幼	
1	0	97sese	
1	0	嫩鮑魚	
1	0	日本AV女優	
1	0	美女走光	
1	0	33bbb走光	
1	0	激情貼圖	
1	0	成人論壇	
1	0	就去誘惑	
1	0	浴室自拍	
1	0	BlowJobs	
1	0	激情裸體	
1	0	麗春苑	
1	0	窩窩客	
1	0	銀民吧	
1	0	亞洲色	
1	0	碧香亭	
1	0	愛色cc	
1	0	妹妹騷圖	
1	0	賓館女郎	
1	0	美腿絲足	
1	0	好色cc	
1	0	無碼長片	
1	0	淫水漣漣	
1	0	放蕩少婦	
1	0	成人圖片	
1	0	黃金聖水	
1	0	腳交	
1	0	勾魂少婦	
1	0	女尻	
1	0	我要性交	
1	0	SM女王	
1	0	乳此絲襪	
1	0	日本灌腸	
1	0	集體性愛	
1	0	國產騷貨	
1	0	操B指南	
1	0	亞洲淫娃	
1	0	熟女亂倫	
1	0	SM舔穴	
1	0	無碼H漫	
1	0	大膽少女	
1	0	乳此豐滿	
1	0	屄屄特寫	
1	0	熟女顏射	
1	0	要色色	
1	0	恥辱輪奸	
1	0	巨乳素人	
1	0	嫵媚挑逗	
1	0	騷姨媽	
1	0	裸體少婦	
1	0	美少婦	
1	0	射奶	
1	0	楊思敏	
1	0	野外性交	
1	0	風騷淫蕩	
1	0	白虎嫩B	
1	0	明星淫圖	
1	0	淫亂熟女	
1	0	高清性愛	
1	0	高潮集錦	
1	0	淫獸學園	
1	0	俏臀攝魄	
1	0	有容奶大	
1	0	無套內射	
1	0	毛鮑	
1	0	3P炮圖	
1	0	性交課	
1	0	激凸走光	
1	0	性感妖嬈	
1	0	人妻交換	
1	0	監禁陵辱	
1	0	生徒胸觸	
1	0	東洋屄	
1	0	翹臀嫩穴	
1	0	春光外瀉	
1	0	淫婦自慰	
1	0	本土無碼	
1	0	淫妻交換	
1	0	日屄	
1	0	近親相奸	
1	0	豔乳	
1	0	白虎小穴	
1	0	肛門噴水	
1	0	淫蕩貴婦	
1	0	鬼畜輪奸	
1	0	浴室亂倫	
1	0	生奸內射	
1	0	國產嫖娼	
1	0	白液四濺	
1	0	帶套肛交	
1	0	大亂交	
1	0	精液榨取	
1	0	性感乳娘	
1	0	魅惑巨乳	
1	0	無碼炮圖	
1	0	群陰會	
1	0	人性本色	
1	0	極品波神	
1	0	淫亂工作	
1	0	白漿四濺	
1	0	街頭扒衣	
1	0	口內爆射	
1	0	嫩BB	
1	0	肛門拳交	
1	0	灌滿精液	
1	0	蓮花逼	
1	0	自慰摳穴	
1	0	人妻榨乳	
1	0	拔屄自拍	
1	0	洗腸射尿	
1	0	人妻色誘	
1	0	淫漿	
1	0	狂乳激揺	
1	0	騷浪	
1	0	射爽	
1	0	蘚鮑	
1	0	制服狩	
1	0	無毛穴	
1	0	騷浪美女	
1	0	肏屄	
1	0	舌頭穴	
1	0	人妻做愛	
1	0	插逼	
1	0	爆操	
1	0	插穴止癢	
1	0	騷乳	
1	0	食精	
1	0	爆乳娘	
1	0	插陰莖	
1	0	黑毛屄	
1	0	肉便器	
1	0	肉逼	
1	0	淫亂潮吹	
1	0	母奸	
1	0	熟婦人妻	
1	0	発射	
1	0	幹炮	
1	0	性傭	
1	0	爽穴	
1	0	插比	
1	0	嫩鮑	
1	0	騷母	
1	0	吃雞巴	
1	0	金毛穴	
1	0	體奸	
1	0	爆草	
1	0	操妻	
1	0	a4u	
1	0	酥穴	
1	0	屄毛	
1	0	廁所盜攝	
1	0	豔婦淫女	
1	0	掰穴打洞	
1	0	盜撮	
1	0	薄碼	
1	0	少修正	
1	0	巧淫奸戲	
1	0	成人片	
1	0	換妻大會	
1	0	破處	
1	0	穴爽	
1	0	g點	
1	0	歡歡娛樂時空	
1	0	近親相奸	
1	0	褲襪	
1	0	亂倫	
1	0	買春	
1	0	妹妹陰毛	
1	0	免費成人網站	
1	0	免費偷窺網	
1	0	免費A片	
1	0	摩洛客	
1	0	嫩b	
1	0	捏弄	
1	0	女優	
1	0	肉棒	
1	0	騷姐姐	
1	0	色區	
1	0	色書庫	
1	0	射顏	
1	0	手淫	
1	0	獸交	
1	0	吸精少女	
1	0	下流地帶	
1	0	性虎	
1	0	性饑渴	
1	0	陰部	
1	0	淫妹	
1	0	淫圖	
1	0	幼交	
1	0	欲火	
1	0	援交妹	
1	0	嫩屄	
1	0	嫩女	
1	0	噴精	
1	0	情色天崖	
1	0	情色文學	
1	0	群交亂舞	
1	0	日本騷貨	
1	0	肉唇	
1	0	肉溝	
1	0	肉棍幹騷婦	
1	0	肉壺	
1	0	肉淫器吞精	
1	0	騷妹	
1	0	騷女	
1	0	騷水	
1	0	騷穴	
1	0	色狐狸網址	
1	0	色狼論壇	
1	0	色狼小說	
1	0	濕穴	
1	0	爽死我了	
1	0	舔逼	
1	0	舔屁眼	
1	0	好嫩	
1	0	大波	
1	0	亂倫	
1	0	做愛電影	
1	0	色誘	
1	0	秘裂	
1	0	採花堂	
1	0	含屌	
1	0	亞洲性虐	
1	0	夫妻自拍	
1	0	熟女	
1	0	操穴	
1	0	裹本	
1	0	淫婦	
1	0	嫩逼	
1	0	淫賤	
1	0	歡樂性今宵	
1	0	巨乳	
1	0	性愛圖片	
1	0	學生妹	
1	0	炮友之家	
1	0	花花公子	
1	0	一夜情	
1	0	乳溝	
1	0	淫蟲	
1	0	叫床	
1	0	porn	
1	0	小姐打飛機	
1	0	少女被插	
1	0	Ｘ到噴屎尿	
1	0	口淫	
1	0	按摩棒	
1	0	操我	
1	0	姦情	
1	0	被幹	
1	0	露逼	
1	0	美女高潮	
1	0	日逼	
1	0	肉洞	
1	0	陰締	
1	0	插暴	
1	0	人妻	
1	0	內射	
1	0	肉具	
1	0	欲仙欲浪	
1	0	玉乳	
1	0	被插	
1	0	吞精	
1	0	暴乳	
1	0	成人午夜場	
1	0	買春堂	
1	0	性之站	
1	0	成人社區	
1	0	群交	
1	0	激情聊天	
1	0	三八淫	
1	0	做愛自拍	
1	0	淫妻	
1	0	夫妻俱樂部	
1	0	激情交友	
1	0	誘色uu	
1	0	就去色色	
1	0	熟婦	
1	0	mm美圖	
1	0	走光偷拍	
1	0	77bbb	
1	0	虎騎	
1	0	咪咪圖片	
1	0	成人導航	
1	0	深愛色色	
1	0	廁所偷拍	
1	0	成人A片	
1	0	夫妻多p	
1	0	我就色	
1	0	釋欲	
1	0	你色嗎	
1	0	裙內偷拍	
1	0	男女蒲典	
1	0	色97愛	
1	0	絲誘	
1	0	人妻自拍	
1	0	色情工廠	
1	0	色色婷婷	
1	0	美體豔姿	
1	0	顏射自拍	
1	0	熟母	
1	0	肉絲褲襪	
1	0	sm調教	
1	0	打野炮	
1	0	赤裸天使	
1	0	淫欲世家	
1	0	就去日	
1	0	愛幼閣	
1	0	巨屌	
1	0	花樣性交	
1	0	裸陪	
1	0	夫妻3p	
1	0	大奶騷女	
1	0	性愛插穴	
1	0	日本熟母	
1	0	幼逼	
1	0	淫水四濺	
1	0	大膽出位	
1	0	旅館自拍	
1	0	無套自拍	
1	0	快樂AV	
1	0	國產無碼	
1	0	強制浣腸	
1	0	援交自拍	
1	0	凸肉優	
1	0	撅起大白腚	
1	0	騷妹妹	
1	0	插穴手淫	
1	0	雙龍入洞	
1	0	美女吞精	
1	0	處女開包	
1	0	調教虐待	
1	0	淫肉誘惑	
1	0	激情潮噴	
1	0	騷穴怒放	
1	0	饅頭屄	
1	0	無碼絲襪	
1	0	寫真	
1	0	寂寞自摸	
1	0	警奴	
1	0	輪操	
1	0	淫店	
1	0	精液浴	
1	0	淫亂診所	
1	0	極品奶妹	
1	0	惹火身材	
1	0	暴力虐待	
1	0	巨乳俏女醫	
1	0	扉之陰	
1	0	淫の方程式	
1	0	丁字褲翹臀	
1	0	輪奸內射	
1	0	空姐性交	
1	0	美乳鬥豔	
1	0	舔雞巴	
1	0	騷B熟女	
1	0	淫絲蕩襪	
1	0	奴隸調教	
1	0	陰阜高聳	
1	0	翹臀嫩逼	
1	0	口交放尿	
1	0	媚藥少年	
1	0	暴奸	
1	0	無修正	
1	0	國產AV	
1	0	淫水橫流	
1	0	插入內射	
1	0	東熱空姐	
1	0	大波粉B	
1	0	互舔淫穴	
1	0	絲襪淫婦	
1	0	乳此動人	
1	0	大波騷婦	
1	0	無碼做愛	
1	0	口爆吞精	
1	0	放蕩熟女	
1	0	巨炮兵團	
1	0	叔嫂肉欲	
1	0	肉感炮友	
1	0	愛妻淫穴	
1	0	無碼精選	
1	0	超毛大鮑	
1	0	熟婦騷器	
1	0	內射美婦	
1	0	毒龍舔腳	
1	0	性愛擂臺	
1	0	聖泉學淫	
1	0	性奴會	
1	0	密室淫行	
1	0	亮屄	
1	0	操腫	
1	0	無碼淫女	
1	0	玩逼	
1	0	淫虐	
1	0	我就去色	
1	0	淫癡	
1	0	風騷欲女	
1	0	亮穴	
1	0	操穴噴水	
1	0	幼男	
1	0	肉簫	
1	0	巨騷	
1	0	騷妻	
1	0	漏逼	
1	0	騷屄	
1	0	大奶美逼	
1	0	高潮白漿	
1	0	性戰擂臺	
1	0	淫女炮圖	
1	0	小穴	
1	0	淫水橫溢	
1	0	性交吞精	
1	0	奸染	
1	0	淫告白	
1	0	乳射	
1	0	操黑	
1	0	朝天穴	
1	0	公媳亂	
1	0	女屄	
1	0	慰春情	
1	0	集體淫	
1	0	淫B	
1	0	屄屄	
1	0	肛屄	
1	0	小嫩雞	
1	0	舔B	
1	0	嫩奶	
1	0	a4y	
1	0	品穴	
1	0	淫水翻騰	
1	0	一本道	
1	0	乳尻	
1	0	羞恥母	
1	0	豔照	
1	0	三P	
1	0	露毛	
1	0	緊穴	
1	0	露點	
1	0	18禁	
1	0	g片	
1	0	teen	
1	0	無碼電影	
1	0	愛液	
1	0	插b	
1	0	赤裸	
1	0	蕩婦	
1	0	蕩女	
1	0	浪穴	
1	0	露穴	
1	0	美穴	
1	0	猛插	
1	0	迷藥	
1	0	嫩穴	
1	0	肉穴	
1	0	乳交	
1	0	乳頭	
1	0	無碼	
1	0	吸精	
1	0	現代情色小說	
1	0	性交圖	
1	0	性息	
1	0	豔情小說	
1	0	陰部特寫	
1	0	陰道圖片	
1	0	淫書	
1	0	幼女	
1	0	玉蒲團玉女心經	
1	0	援助交易	
1	0	中國成人論壇	
1	0	中國性愛城	
1	0	自拍寫真	
1	0	做愛圖片	
1	0	掰穴	
1	0	萬淫堂	
1	0	穴圖	
1	0	穴淫	
1	0	豔舞淫業	
1	0	咬著龜頭	
1	0	要射了	
1	0	一夜性網	
1	0	陰莖插小穴	
1	0	陰穴新玩法	
1	0	淫亂軍團	
1	0	淫逼	
1	0	淫姐	
1	0	淫浪	
1	0	淫流	
1	0	淫糜	
1	0	淫蜜	
1	0	淫魔	
1	0	淫母	
1	0	淫妞	
1	0	淫奴	
1	0	淫娃	
1	0	淫液	
1	0	鑽插	
1	0	H動漫	
1	0	交換夫妻	
1	0	美腿	
1	0	舔腳	
1	0	蜜洞	
1	0	絲襪	
1	0	淫情	
1	0	亞洲情色網	
1	0	強姦處女	
1	0	雞巴暴脹	
1	0	美乳	
1	0	大眾色情成人網	
1	0	火辣圖片	
1	0	淫聲浪語	
1	0	瘋狂抽送	
1	0	淫河	
1	0	強暴	
1	0	多人性愛	
1	0	操屄	
1	0	浪女	
1	0	色情論壇	
1	0	性虎色網	
1	0	淫欲日本	
1	0	操死	
1	0	色迷城	
1	0	petgirl	
1	0	騷女叫春	
1	0	成人百強	
1	0	猖妓	
1	0	天天干貼圖	
1	0	密穴貼圖	
1	0	淩辱	
1	0	偷歡	
1	0	小逼	
1	0	酥癢	
1	0	品色堂	
1	0	浪婦	
1	0	嫖妓指南	
1	0	肉縫	
1	0	色窩窩	
1	0	被操	
1	0	巨奶	
1	0	騷洞	
1	0	陰精	
1	0	陰阜	
1	0	陰屄	
1	0	群魔色舞	
1	0	扒穴	
1	0	六月聯盟	
1	0	55sss偷拍區	
1	0	張筱雨	
1	0	xiao77	
1	0	極品黑絲	
1	0	絲襪寫真	
1	0	天天情色	
1	0	成人小說	
1	0	成人文學	
1	0	情色藝術天空	
1	0	222se圖片	
1	0	偷拍	
1	0	淫色貼圖	
1	0	廁奴	
1	0	美女成人	
1	0	酥胸誘惑	
1	0	五月天	
1	0	人體攝影	
1	0	東北xx網	
1	0	瑪雅網	
1	0	成人bt	
1	0	週六性吧	
1	0	爆乳	
1	0	誘惑視頻	
1	0	裙下風光	
1	0	嘻遊中國	
1	0	操母狗	
1	0	禦の二代目	
1	0	絲襪足交	
1	0	骯髒美學	
1	0	亞洲有碼	
1	0	欲仙欲死	
1	0	絲襪高跟	
1	0	偷拍美穴	
1	0	原味絲襪	
1	0	裸露自拍	
1	0	針孔偷拍	
1	0	放蕩少婦賓館	
1	0	性感肉絲	
1	0	拳交	
1	0	迫奸	
1	0	品香堂	
1	0	北京xx網	
1	0	虐奴	
1	0	情色導航	
1	0	歐美大乳	
1	0	歐美無套	
1	0	騷婦露逼	
1	0	炮友	
1	0	淫水絲襪	
1	0	母女雙飛	
1	0	老少亂倫	
1	0	幼妓	
1	0	素人娘	
1	0	前凸後翹	
1	0	制服誘惑	
1	0	舔屄	
1	0	色色成人	
1	0	迷奸系列	
1	0	性交無碼	
1	0	惹火自拍	
1	0	胯下呻吟	
1	0	淫驢屯	
1	0	少婦偷情	
1	0	護士誘惑	
1	0	群奸亂交	
1	0	極品白虎	
1	0	曲線消魂	
1	0	淫腔	
1	0	無碼淫漫	
1	0	假陽具插穴	
1	0	蝴蝶逼	
1	0	自插小穴	
1	0	SM援交	
1	0	西洋美女	
1	0	愛液橫流	
1	0	無碼無套	
1	0	淫戰群P	
1	0	口爆	
1	0	酒店援交	
1	0	乳霸	
1	0	濕身誘惑	
1	0	火辣寫真	
1	0	動漫色圖	
1	0	熟女護士	
1	0	粉紅穴	
1	0	經典炮圖	
1	0	童顏巨乳	
1	0	性感誘惑	
1	0	援交薄碼	
1	0	美乳美穴	
