奖励ID（1位标示<1任务2历练3系统（暂时用地图ID来定吧）4活动5道藏6宝箱7离线找回9其他>+5位类型+2位流水）	有效标志（0：无效，1：有效）	副键	世界科技系数ID（关联world_civ_mod表ID，经验1200001铜币1203001）	状态限制ID	次数限制	需要背包格子	是否绑定（0是不绑定，1是绑定）	上报活动ID	奖励1模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限，客户端默认显示经验图标），207代金券）	奖励1参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励1参数2	奖励1参数3（奖励说明，填字符串，纯数字的话要加双引号例:"1"）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励2模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励2参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励2参数2	奖励2参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励3模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励3参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励3参数2	奖励3参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励4模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励4参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励4参数2	奖励4参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励5模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励5参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励5参数2	奖励5参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励6模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励6参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励6参数2	奖励6参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励预览文字显示 
10403001	1	3	0	90000053	0	1	0	5	1	200	1	大量	0	0	1	205	1	0	0	0	2	310400103	1	全部位	-1	0	2	310401003	1	魂玉	-1	0	2	450100301	1	0	-1	0	0	0	0	0	0	0	0
10403001	1	4	0	90000054	0	1	0	5	1	200	1	大量	0	0	1	205	1	0	0	0	2	310400104	1	全部位	-1	0	2	310401004	1	魂玉	-1	0	2	450100401	1	0	-1	0	0	0	0	0	0	0	0
10403001	1	5	0	90000055	0	1	0	5	1	200	1	大量	0	0	1	205	1	0	0	0	2	310400105	1	全部位	-1	0	2	310401005	1	魂玉	-1	0	2	450100501	1	0	-1	0	0	0	0	0	0	0	0
10403001	1	6	0	90000056	0	1	0	5	1	200	1	大量	0	0	1	205	1	0	0	0	2	310400106	1	全部位	-1	0	2	310401006	1	魂玉	-1	0	2	450100501	1	0	-1	0	0	0	0	0	0	0	0
10403001	1	7	0	90000057	0	1	0	5	1	200	1	大量	0	0	1	205	1	0	0	0	2	310400107	1	全部位	-1	0	2	310401007	1	魂玉	-1	0	2	450100501	1	0	-1	0	0	0	0	0	0	0	0
10403001	1	8	0	90000058	0	1	0	5	1	200	1	大量	0	0	1	205	1	0	0	0	2	310400108	1	全部位	-1	0	2	310401008	1	魂玉	-1	0	2	450100501	1	0	-1	0	0	0	0	0	0	0	0
10403002	1	1	0	0	0	1	0	4	1	200	1	大量	0	0	2	400400100	1	0	-1	0	2	310400003	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403003	1	1	0	0	0	1	0	30	1	200	1	大量	0	0	1	203	1	0	0	0	2	323400001	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403004	1	1	0	0	0	1	0	6	1	200	1	大量	0	0	1	5	1	0	0	0	1	203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403005	1	1	0	0	0	1	0	9	1	200	1	0	0	0	1	203	1	0	0	0	2	310400003	1	0	-1	0	2	310401201	1	法器	-1	0	2	310401101	1	兽诀	-1	0	2	410300000	1	0	-1	0	0
10403006	1	1	0	30010002	0	1	0	40	1	200	1	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403006	1	2	0	30010003	0	1	0	40	1	200	1	0	0	0	1	5	1	0	0	0	2	401300103	1	雕琢	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403007	1	1	0	90000051	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400101	1	0	-1	0	2	300140120	1	0	-1	0	2	402500001	1	0	0	-1	2	310401301	1	0	-1	0	0
10403007	1	2	0	90000052	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400102	1	0	-1	0	2	300140130	1	0	-1	0	2	402500002	1	0	0	-1	2	310401301	1	0	-1	0	0
10403007	1	3	0	90000053	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400103	1	0	-1	0	2	300140140	1	0	-1	0	2	402500003	1	0	0	-1	2	310401301	1	0	-1	0	0
10403007	1	4	0	90000054	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400104	1	0	-1	0	2	300140150	1	0	-1	0	2	402500004	1	0	0	-1	2	310401302	1	0	-1	0	0
10403007	1	5	0	90000055	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400105	1	0	-1	0	2	300140160	1	0	-1	0	2	402500005	1	0	0	-1	2	310401302	1	0	-1	0	0
10403007	1	6	0	90000056	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400106	1	0	-1	0	2	300140170	1	0	-1	0	2	402500006	1	0	0	-1	2	310401302	1	0	-1	0	0
10403007	1	7	0	90000057	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400107	1	0	-1	0	2	300140180	1	0	-1	0	2	402500007	1	0	0	-1	2	310401303	1	0	-1	0	0
10403007	1	8	0	90000058	0	1	0	7	1	200	1	0	0	0	2	400400100	1	0	-1	0	2	310400108	1	0	-1	0	2	300140190	1	0	-1	0	2	402500008	1	0	0	-1	2	310401303	1	0	-1	0	0
10403008	1	1	0	90000051	0	1	0	27	1	200	1	0	0	0	2	310400101	1	0	-1	0	2	310400201	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401301	1	0	-1	0	0
10403008	1	2	0	90000052	0	1	0	27	1	200	1	0	0	0	2	310400102	1	0	-1	0	2	310400202	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401301	1	0	-1	0	0
10403008	1	3	0	90000053	0	1	0	27	1	200	1	0	0	0	2	310400103	1	0	-1	0	2	310400203	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401301	1	0	-1	0	0
10403008	1	4	0	90000054	0	1	0	27	1	200	1	0	0	0	2	310400104	1	0	-1	0	2	310400204	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401302	1	0	-1	0	0
10403008	1	5	0	90000055	0	1	0	27	1	200	1	0	0	0	2	310400105	1	0	-1	0	2	310400205	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401302	1	0	-1	0	0
10403008	1	6	0	90000056	0	1	0	27	1	200	1	0	0	0	2	310400106	1	0	-1	0	2	310400206	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401302	1	0	-1	0	0
10403008	1	7	0	90000057	0	1	0	27	1	200	1	0	0	0	2	310400107	1	0	-1	0	2	310400207	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401303	1	0	-1	0	0
10403008	1	8	0	90000058	0	1	0	27	1	200	1	0	0	0	2	310400108	1	0	-1	0	2	310400208	1	0	-1	0	2	320100101	1	0	-1	0	2	320300400	1	0	-1	0	2	310401303	1	0	-1	0	0
10403009	1	1	0	0	0	1	0	23	1	200	1	0	0	0	2	322100001	1	0	-1	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403010	1	1	0	90000051	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401307	1	0	-1	0	2	310401301	1	0	-1	0	2	300130120	1	0	-1	0	0
10403010	1	2	0	90000052	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401307	1	0	-1	0	2	310401301	1	0	-1	0	2	300130130	1	0	-1	0	0
10403010	1	3	0	90000053	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401307	1	0	-1	0	2	310401301	1	0	-1	0	2	300130140	1	0	-1	0	0
10403010	1	4	0	90000054	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401308	1	0	-1	0	2	310401302	1	0	-1	0	2	300130150	1	0	-1	0	0
10403010	1	5	0	90000055	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401308	1	0	-1	0	2	310401302	1	0	-1	0	2	300130160	1	0	-1	0	0
10403010	1	6	0	90000056	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401308	1	0	-1	0	2	310401302	1	0	-1	0	2	300130170	1	0	-1	0	0
10403010	1	7	0	90000057	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401309	1	0	-1	0	2	310401302	1	0	-1	0	2	300130160	1	0	-1	0	0
10403010	1	8	0	90000058	0	1	0	39	1	200	1	0	0	0	2	410400001	1	大量	-1	0	2	310401101	1	0	-1	0	2	310401309	1	0	-1	0	2	310401302	1	0	-1	0	2	300130170	1	0	-1	0	0
10403011	1	1	0	0	0	1	0	8	1	200	1	大量	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403012	1	1	0	90000051	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401101	1	兽诀	-1	0	2	310600001	1	0	-1	0	2	400130103	1	0	-1	0	0	0	0	0	0	0	0
10403012	1	2	0	90000052	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401201	1	法器	-1	0	2	310401101	1	兽诀	-1	0	2	310600002	1	0	-1	0	2	400130103	1	0	-1	0	0
10403012	1	3	0	90000053	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401202	1	法器	-1	0	2	310401101	1	兽诀	-1	0	2	310600003	1	0	-1	0	2	400130103	1	0	-1	0	0
10403012	1	4	0	90000054	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401202	1	法器	-1	0	2	310401102	1	兽诀	-1	0	2	310600004	1	0	-1	0	2	400140103	1	0	-1	0	0
10403012	1	5	0	90000055	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401203	1	法器	-1	0	2	310401102	1	兽诀	-1	0	2	310600005	1	0	-1	0	2	400140103	1	0	-1	0	0
10403012	1	6	0	90000056	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401203	1	法器	-1	0	2	310401102	1	兽诀	-1	0	2	310600006	1	0	-1	0	2	400140103	1	0	-1	0	0
10403012	1	7	0	90000057	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401204	1	法器	-1	0	2	310401103	1	兽诀	-1	0	2	310600007	1	0	-1	0	2	400150103	1	0	-1	0	0
10403012	1	8	0	90000058	0	1	0	10	2	310400001	1	随机	-1	0	1	205	1	0	0	0	2	310401204	1	法器	-1	0	2	310401103	1	兽诀	-1	0	2	310600008	1	0	-1	0	2	400150103	1	0	-1	0	0
10403012	1	9	0	0	0	1	0	10	1	203	1	大量	0	0	1	200	1	0	0	0	2	322100002	1	0	-1	0	2	410400001	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403014	1	1	0	0	0	1	0	55	1	200	1	0	0	0	1	5	1	0	0	0	1	203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403015	1	1	0	0	0	1	0	13	1	200	1	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403015	1	2	0	90000051	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400101	1	0	-1	0	2	310400201	1	0	-1	0	2	310400301	1	0	-1	0	2	400130100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	3	0	90000052	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400102	1	0	-1	0	2	310400202	1	0	-1	0	2	310400302	1	0	-1	0	2	400130100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	4	0	90000053	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400103	1	0	-1	0	2	310400203	1	0	-1	0	2	310400303	1	0	-1	0	2	400140100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	5	0	90000054	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400104	1	0	-1	0	2	310400204	1	0	-1	0	2	310400304	1	0	-1	0	2	400140100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	6	0	90000055	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400105	1	0	-1	0	2	310400205	1	0	-1	0	2	310400305	1	0	-1	0	2	400140100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	7	0	90000056	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400106	1	0	-1	0	2	310400206	1	0	-1	0	2	310400306	1	0	-1	0	2	400140100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	8	0	90000057	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400107	1	0	-1	0	2	310400207	1	0	-1	0	2	310400307	1	0	-1	0	2	400150100	1	0	-1	0	0	0	0	0	0	0	0
10403015	1	9	0	90000058	0	1	0	13	2	400400100	1	强化石	-1	0	2	310400108	1	0	-1	0	2	310400208	1	0	-1	0	2	310400308	1	0	-1	0	2	400150100	1	0	-1	0	0	0	0	0	0	0	0
10403016	1	1	0	90000051	0	1	0	33	2	400400100	1	0	-1	0	2	310400501	1	0	-1	0	2	310400601	1	0	-1	0	2	324900301	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403016	1	2	0	90000052	0	1	0	33	2	310401201	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400502	1	0	-1	0	2	310400602	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403016	1	3	0	90000053	0	1	0	33	2	310401202	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400503	1	0	-1	0	2	310400603	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403016	1	4	0	90000054	0	1	0	33	2	310401202	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400504	1	0	-1	0	2	310400604	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403016	1	5	0	90000055	0	1	0	33	2	310401203	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400505	1	0	-1	0	2	310400605	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403016	1	6	0	90000056	0	1	0	33	2	310401203	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400506	1	0	-1	0	2	310400606	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403016	1	7	0	90000057	0	1	0	33	2	310401204	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400507	1	0	-1	0	2	310400607	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403016	1	8	0	90000058	0	1	0	33	2	310401204	1	法器	-1	0	2	410560001	1	0	-1	0	2	310400508	1	0	-1	0	2	310400608	1	0	-1	0	2	324900301	1	0	-1	0	2	400400100	1	0	-1	0	0
10403017	1	1	0	90000051	0	1	0	28	2	310401201	1	法器	-1	0	2	310400501	1	0	-1	0	2	310400601	1	0	-1	0	2	400400100	1	0	-1	0	2	310401361	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	2	0	90000052	0	1	0	28	2	310401201	1	法器	-1	0	2	310400502	1	0	-1	0	2	310400602	1	0	-1	0	2	400400100	1	0	-1	0	2	310401361	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	3	0	90000053	0	1	0	28	2	310401202	1	法器	-1	0	2	310400503	1	0	-1	0	2	310400603	1	0	-1	0	2	400400100	1	0	-1	0	2	310401361	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	4	0	90000054	0	1	0	28	2	310401202	1	法器	-1	0	2	310400504	1	0	-1	0	2	310400604	1	0	-1	0	2	400400100	1	0	-1	0	2	310401362	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	5	0	90000055	0	1	0	28	2	310401203	1	法器	-1	0	2	310400505	1	0	-1	0	2	310400605	1	0	-1	0	2	400400100	1	0	-1	0	2	310401362	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	6	0	90000056	0	1	0	28	2	310401203	1	法器	-1	0	2	310400506	1	0	-1	0	2	310400606	1	0	-1	0	2	400400100	1	0	-1	0	2	310401362	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	7	0	90000057	0	1	0	28	2	310401204	1	法器	-1	0	2	310400507	1	0	-1	0	2	310400607	1	0	-1	0	2	400400100	1	0	-1	0	2	310401363	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403017	1	8	0	90000058	0	1	0	28	2	310401204	1	法器	-1	0	2	310400508	1	0	-1	0	2	310400608	1	0	-1	0	2	400400100	1	0	-1	0	2	310401363	1	0	0	0	2	324900101	1	战利品	-1	0	0
10403018	1	1	0	0	0	1	0	0	1	200	1	0	0	0	1	203	1	0	-1	0	2	322100001	1	0	-1	0	2	322100002	1	0	-1	0	2	300500009	1	0	-1	0	0	0	0	0	0	0	0
10403019	1	1	0	0	0	1	0	11	1	200	1	大量	0	0	1	203	1	0	0	0	2	310400001	1	随机	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403020	1	1	0	30010002	0	1	0	12	2	300500009	1	霓裳币	-1	0	2	310400010	1	信物	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403020	1	2	0	30010003	0	1	0	12	2	300500009	1	霓裳币	-1	0	2	310400010	1	信物	-1	0	2	401300103	1	雕琢	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403021	1	1	0	90000051	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400130102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	2	0	90000052	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400130102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	3	0	90000053	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400130102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	4	0	90000054	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400140102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	5	0	90000055	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400140102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	6	0	90000056	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400140102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	7	0	90000057	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400150102	1	0	-1	0	0	0	0	0	0	0	0
10403021	1	8	0	90000058	0	1	0	2	1	200	1	0	0	0	1	203	1	0	0	0	1	205	1	0	0	0	2	322100002	1	0	-1	0	2	400150102	1	0	-1	0	0	0	0	0	0	0	0
10403022	1	1	0	90000051	0	1	0	1	2	401500101	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400130101	1	0	-1	0	0
10403022	1	2	0	90000052	0	1	0	1	2	401500102	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400130101	1	0	-1	0	0
10403022	1	3	0	90000053	0	1	0	1	2	401500103	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400130101	1	0	-1	0	0
10403022	1	4	0	90000054	0	1	0	1	2	401500104	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400140101	1	0	-1	0	0
10403022	1	5	0	90000055	0	1	0	1	2	401500105	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400140101	1	0	-1	0	0
10403022	1	6	0	90000056	0	1	0	1	2	401500106	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400150101	1	0	-1	0	0
10403022	1	7	0	90000057	0	1	0	1	2	401500107	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400140101	1	0	-1	0	0
10403022	1	8	0	90000058	0	1	0	1	2	401500108	1	灵宝	-1	0	1	205	1	0	0	0	2	410400001	1	0	-1	0	2	320100101	1	0	-1	0	2	310400009	1	0	-1	0	2	400150101	1	0	-1	0	0
10403022	1	9	0	90000051	0	1	0	1	2	410300000	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	10	0	90000052	0	1	0	1	2	410300000	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	11	0	90000053	0	1	0	1	2	410300001	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	12	0	90000054	0	1	0	1	2	410300001	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	13	0	90000055	0	1	0	1	2	410300001	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	14	0	90000056	0	1	0	1	2	410300001	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	15	0	90000057	0	1	0	1	2	410300002	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403022	1	16	0	90000058	0	1	0	1	2	410300002	1	灵卷	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10403023	1	1	0	90000051	0	1	0	3	2	310401201	1	法器	-1	0	1	203	1	0	0	0	2	410300000	1	0	-1	0	2	410400001	1	0	-1	0	2	310401101	1	兽诀	-1	0	0	0	0	0	0	0	0
